gid,teacher,p,r_t,r_s,n,eta,M,seed,ckpt,rho2,L_late,L_V_opt,ratio,cm0,cm_mid,cm_end,mean_end,t_plateau,t_sat,gap_sat,d_mean_plat,d_min_plat,t50,s_band,tau_V_sq,diverged
R5,relu,100,8,30,15000,1.5,30,211,relu_p100_rt8_rs30_n15000_eta1.5_seed211.npz,0.999999999919007,1.4210081863035415,0.09977241916980603,14.242495051513986,0.0001729072632953937,0.30389027460437273,0.7850394896204926,0.9249651037800759,559.0,7500.0,14.411042179657839,0.4327532705914462,0.7827678667034047,5220.0,0.00016917293233082708,0.22811243491307798,False
R5,relu,100,8,30,15000,1.5,30,223,relu_p100_rt8_rs30_n15000_eta1.5_seed223.npz,0.9999999999125858,1.4114128426050745,0.0780645346337826,18.08007758230179,0.0006461764952303467,0.15508531102430873,0.683282953465743,0.8919332201905121,559.0,7460.0,18.483178251466438,0.40116236213417367,0.6719318570872559,5780.0,0.00021844660194174757,0.26689227541019606,False
R5,relu,100,8,30,15000,1.5,30,227,relu_p100_rt8_rs30_n15000_eta1.5_seed227.npz,0.9999999999112021,1.4003329281648467,0.09918249319313194,14.118751032382953,0.006145226110852816,0.44498561940662545,0.8255211175533081,0.9329659919423865,555.0,7300.0,14.439064149712488,0.3826247964718338,0.7991918819314063,4420.0,0.00013803680981595091,0.2854826705454376,False
R5,relu,100,8,30,15000,1.5,30,229,relu_p100_rt8_rs30_n15000_eta1.5_seed229.npz,0.9999999999232273,1.4070384331707806,0.09199987291532569,15.293917139057164,7.122160847948402e-05,0.4710365007816458,0.8403633080684626,0.9345922944330807,557.0,7220.0,15.672910262953044,0.41471548908638456,0.8334220730469826,4160.0,0.00023437500000000002,0.25656592083021623,False
R5,relu,100,8,30,15000,1.5,30,233,relu_p100_rt8_rs30_n15000_eta1.5_seed233.npz,0.9999999999277098,1.4197866715662084,0.10649797792902443,13.331583370647893,0.000543586754818204,0.3661473116396445,0.8285151014555167,0.923726497998407,553.0,7320.0,13.657054951704946,0.3908471330830612,0.8067563810405007,4760.0,0.00011904761904761905,0.2786493003409354,False
R5,relu,100,8,30,15000,1.5,30,239,relu_p100_rt8_rs30_n15000_eta1.5_seed239.npz,0.9999999999290282,1.406777161500733,0.09126618812866864,15.41400150861384,5.576868759476166e-05,0.11253025678223277,0.8561703606096753,0.9471726484013088,550.0,7140.0,15.671751502430979,0.35252865160714353,0.851545187552265,5380.0,0.00018442622950819672,0.26416896461176087,False
R5,relu,100,8,30,15000,1.5,30,241,relu_p100_rt8_rs30_n15000_eta1.5_seed241.npz,0.9999999999199882,1.4140144299436144,0.06883370417070038,20.542471845435003,0.0014536456292635555,0.5051613782005894,0.86042813374569,0.936286594307463,555.0,7200.0,20.74580022505785,0.39225525545530304,0.8494549322082534,4080.0,0.00016791044776119405,0.2511240903477257,False
R5,relu,100,8,30,15000,1.5,30,251,relu_p100_rt8_rs30_n15000_eta1.5_seed251.npz,0.9999999999203013,1.4210304707824895,0.09408124788761886,15.104290203292443,4.8649050357638945e-05,0.41468571728452897,0.8192144955138266,0.9266358031122032,571.0,7240.0,15.355595808104516,0.3883498174759421,0.8185826393567468,4440.0,0.0003358208955223881,0.23625581611231852,False
R5,relu,100,8,30,15000,1.5,30,257,relu_p100_rt8_rs30_n15000_eta1.5_seed257.npz,0.9999999999379485,1.4098133595249267,0.07564248265278013,18.6378515099294,8.679474301176668e-05,0.3210467379633674,0.8619357555875532,0.9411824969889104,545.0,7240.0,19.192565430387575,0.4661147197750403,0.8616404841267763,4740.0,0.0001956521739130435,0.317469920986889,False
R5,relu,100,8,30,15000,1.5,30,263,relu_p100_rt8_rs30_n15000_eta1.5_seed263.npz,0.999999999922305,1.4218932899569388,0.06776748043209158,20.98194120381662,0.00010804818317568068,0.45789898019372705,0.8530353374989302,0.9302838679421873,571.0,7300.0,21.23256788087779,0.473266838510086,0.8522345825643755,4180.0,0.0005625000000000001,0.24232017983544446,False
R5,relu,100,8,30,15000,1.5,30,269,relu_p100_rt8_rs30_n15000_eta1.5_seed269.npz,0.9999999999267745,1.4236433042174879,0.13199705804062245,10.785416927848178,7.182926366246891e-05,0.612629494868991,0.8443096555095074,0.9280097654700155,546.0,7340.0,11.063391795679106,0.4860168069974778,0.8204331032839874,3820.0,0.0004591836734693878,0.2840704307061838,False
R5,relu,100,8,30,15000,1.5,30,271,relu_p100_rt8_rs30_n15000_eta1.5_seed271.npz,0.99999999992765,1.421154440794588,0.09892484184399479,14.36600164633833,0.0008159919229151325,0.5360280555837321,0.8395944582406222,0.9191266201446238,569.0,7280.0,14.552486079585972,0.39555614865436095,0.8390195583754317,3820.0,0.00018292682926829268,0.2414308422926481,False
R5,relu,100,8,30,15000,1.5,30,277,relu_p100_rt8_rs30_n15000_eta1.5_seed277.npz,0.9999999999310488,1.416420471446576,0.12079831023806813,11.725499045931258,5.030067131143155e-06,0.5513145967929329,0.8212842719727813,0.9386180512560651,551.0,6960.0,11.826575360259248,0.3954027856346046,0.8031519004314164,3820.0,0.00017857142857142857,0.3081257423681051,False
R5,relu,100,8,30,15000,1.5,30,281,relu_p100_rt8_rs30_n15000_eta1.5_seed281.npz,0.9999999999327452,1.414521513785119,0.11540857578983851,12.25664127734314,0.0022122142007102775,0.5202443629463743,0.8057695554272958,0.930544727916595,559.0,7400.0,12.445476562940843,0.3972145059322122,0.8046426397506798,3860.0,0.00018907563025210084,0.27193402468465444,False
R5,relu,100,8,30,15000,1.5,30,283,relu_p100_rt8_rs30_n15000_eta1.5_seed283.npz,0.9999999999164285,1.4096086675482407,0.07293984076318254,19.325634012896852,2.1259598664447447e-05,0.6985759104073794,0.8730123830444105,0.941050889857763,571.0,6920.0,19.588030828033844,0.35590798028235326,0.8240196552627629,3260.0,0.0002556818181818182,0.23936539224276052,False
R5,relu,100,8,30,15000,1.5,30,293,relu_p100_rt8_rs30_n15000_eta1.5_seed293.npz,0.9999999999364269,1.4192809001783753,0.08062717981279431,17.60300811058701,0.002695969944680964,0.39013758353212963,0.7888521855710989,0.9278612444634782,555.0,7200.0,17.843631354519104,0.41031249509143886,0.7852776361332338,5000.0,0.00016917293233082708,0.2476415075606177,False
R5,relu,100,8,30,15000,1.5,30,307,relu_p100_rt8_rs30_n15000_eta1.5_seed307.npz,0.9999999999242765,1.4045526051044275,0.1017786390173378,13.800072575790335,0.00011298097792233831,0.29876242499522054,0.8576629456910415,0.9394981755233187,561.0,7260.0,14.024827771036637,0.42727356217412293,0.8317973491912897,4640.0,0.00012228260869565218,0.28643810093444505,False
R5,relu,100,8,30,15000,1.5,30,311,relu_p100_rt8_rs30_n15000_eta1.5_seed311.npz,0.9999999999080785,1.4097504859413312,0.06866782495846264,20.53000057587514,0.0022648179329099413,0.5853690650879271,0.838202328920248,0.9342346922365912,563.0,7220.0,21.126429090490667,0.40799404652694016,0.746227721762137,3620.0,0.0001347305389221557,0.22737365030577553,False
R5,relu,100,8,30,15000,1.5,30,313,relu_p100_rt8_rs30_n15000_eta1.5_seed313.npz,0.9999999999315647,1.4120629295824214,0.0774535912884911,18.231084009041183,5.2163266156489314e-06,0.5889424927031206,0.8316603581121736,0.9324876692982355,567.0,7160.0,18.575722891854472,0.40632214940798506,0.8304533281800018,3320.0,0.00020833333333333335,0.28773673471325983,False
R11,relu,100,8,80,15000,1.5,80,5,relu_p100_rt8_rs80_n15000_eta1.5_seed5.npz,0.999999999196807,9.438275143089937,0.06072807518803156,155.41864473501468,3.8386770008510175e-05,0.9126657840707733,0.9363745085672348,0.968467500077169,500.0,5280.0,152.0116421530771,0.3611809094124805,0.856642283195436,1180.0,0.0005921052631578948,0.08189258606955391,True
R11,relu,100,8,80,15000,1.5,80,11,relu_p100_rt8_rs80_n15000_eta1.5_seed11.npz,0.9999999992702867,9.490512766488095,0.06448628075137988,147.17103631821743,0.00025955984138677056,0.9003642391792102,0.9398754602188318,0.9656700784569192,500.0,5140.0,148.0772368493375,0.33321127328245115,0.9266204676692728,2480.0,0.00045,0.06686774839242986,True
R11,relu,100,8,80,15000,1.5,80,23,relu_p100_rt8_rs80_n15000_eta1.5_seed23.npz,0.9999999734584714,9.303104261578879,0.041700656483581094,223.09251330951622,0.00019073168757205246,0.9094205830889905,0.9431874452271695,0.9738593791939233,500.0,5360.0,217.1739927066795,0.37302042278743675,0.9426151699583886,1340.0,0.0009,0.0839298622711145,True
R11,relu,100,8,80,15000,1.5,80,37,relu_p100_rt8_rs80_n15000_eta1.5_seed37.npz,0.9999999990156672,9.390934470358486,0.058810061615730984,159.68244569644395,0.0002931309354792731,0.9082281988092128,0.9468314068975533,0.9699023312699022,500.0,5040.0,155.1364239697144,0.32822048660976,0.9381895680001907,1180.0,0.0009,0.0722905121995451,True
R11,relu,100,8,80,15000,1.5,80,41,relu_p100_rt8_rs80_n15000_eta1.5_seed41.npz,0.9999999990184736,9.445113495769608,0.05016853596916927,188.26767242269213,0.015236838350448019,0.9215257816326032,0.9428983921040066,0.9684479916931659,500.0,5380.0,174.6205864056146,0.3476998758589467,0.940766272045724,1480.0,0.0010227272727272728,0.08560254478250065,True
R11,relu,100,8,80,15000,1.5,80,53,relu_p100_rt8_rs80_n15000_eta1.5_seed53.npz,0.9999999989918198,9.47539087659071,0.0571154571268022,165.89888890417816,0.0002657325647095787,0.900275319263872,0.9487449909263778,0.9725507414531558,500.0,5140.0,165.5323813974412,0.3519937994974669,0.948376676027187,1260.0,0.0013235294117647058,0.08722005150869712,True
R11,relu,100,8,80,15000,1.5,80,67,relu_p100_rt8_rs80_n15000_eta1.5_seed67.npz,0.9999999954759213,9.393579569725189,0.05194711451719932,180.8296698869586,0.0004528320965750638,0.9325493054545196,0.9540391230962768,0.9695022041203403,500.0,4620.0,166.56585790573777,0.3816901401614876,0.9406987676806969,1780.0,0.0006081081081081081,0.0688695638566972,True
R11,relu,100,8,80,15000,1.5,80,71,relu_p100_rt8_rs80_n15000_eta1.5_seed71.npz,0.9999999990616846,9.39834836362678,0.05114975710596052,183.74179850272608,0.0008122464963519581,0.9167630769717503,0.9281082453329491,0.9670770725455905,500.0,4840.0,177.468824484743,0.3321414535379642,0.9135108269012022,1800.0,0.0020454545454545456,0.08241280753497279,True
R11,relu,100,8,80,15000,1.5,80,83,relu_p100_rt8_rs80_n15000_eta1.5_seed83.npz,0.9999999991139914,9.453372910787609,0.06336786708377236,149.18243813209372,4.777829999563835e-05,0.9192716502086246,0.9449890031696625,0.9683624865290235,500.0,5280.0,146.64633344806808,0.3588831738944114,0.9445804979991721,1360.0,0.0011250000000000001,0.06823574415866633,True
R11,relu,100,8,80,15000,1.5,80,97,relu_p100_rt8_rs80_n15000_eta1.5_seed97.npz,0.9999999986797499,9.395648862147622,0.05998393619868899,156.6360838846213,0.00523388045893919,0.9204190817165605,0.9510770190331007,0.969166125603815,500.0,5240.0,150.80614626569354,0.4176974296766497,0.9473788175247901,1560.0,0.0025,0.06568620977104195,True
R11,relu,100,8,80,15000,1.5,80,101,relu_p100_rt8_rs80_n15000_eta1.5_seed101.npz,0.99999999816643,9.421154915112716,0.048789598159175926,193.09761241271602,0.0021583395793012983,0.9095036556333568,0.9472750241494227,0.9702878436206898,500.0,5120.0,185.05871519603772,0.4342092682638321,0.9155007326958359,1720.0,0.0004326923076923077,0.07139199063385541,True
R11,relu,100,8,80,15000,1.5,80,103,relu_p100_rt8_rs80_n15000_eta1.5_seed103.npz,0.9999999937860569,9.279791541174099,0.05326486333192661,174.21975690326897,1.673648917760608e-06,0.9065957441875072,0.9525418996748214,0.9741968061517092,500.0,5000.0,168.72454491598842,0.46938550147246727,0.916538766225031,2020.0,0.00039473684210526315,0.07648504170915607,True
R11,relu,100,8,80,15000,1.5,80,107,relu_p100_rt8_rs80_n15000_eta1.5_seed107.npz,0.9999999894439053,9.282369791571083,0.04390049855643892,211.44110196465255,0.0007418764625320495,0.9122168736738557,0.9446141793047219,0.9682517404497653,500.0,5460.0,210.4598464351763,0.39466119728378746,0.9372248636678943,1520.0,0.0015,0.0648247878789227,True
R11,relu,100,8,80,15000,1.5,80,109,relu_p100_rt8_rs80_n15000_eta1.5_seed109.npz,0.9999999986807712,9.41370338965301,0.04799341725769215,196.1457201329882,0.0015453788916532233,0.9115851104193141,0.9471347526541423,0.9705713130909281,500.0,5240.0,192.3251187785471,0.4203692168922435,0.939311456406741,1480.0,0.0011842105263157896,0.07536525281966994,True
R11,relu,100,8,80,15000,1.5,80,113,relu_p100_rt8_rs80_n15000_eta1.5_seed113.npz,0.9999999888705831,9.49248247500017,0.050379372103533805,188.42002348684156,0.00043205438857118393,0.8826322049660666,0.9495317620220063,0.9716908486686722,500.0,5540.0,190.4374578292266,0.4248941530306829,0.9483058599167656,1820.0,0.00045,0.06445685066826659,True
R11,relu,100,8,80,15000,1.5,80,127,relu_p100_rt8_rs80_n15000_eta1.5_seed127.npz,0.9999999981222265,9.416559118441663,0.05517594113213686,170.66422294257978,0.0003406050934849984,0.9014710496593346,0.9352366681158981,0.96764145976553,500.0,5160.0,173.08379187596282,0.40881556743583725,0.92437765370368,1500.0,0.0022500000000000003,0.0999215853949566,True
R11,relu,100,8,80,15000,1.5,80,131,relu_p100_rt8_rs80_n15000_eta1.5_seed131.npz,0.9999999922528037,9.256665377660216,0.042326353853603754,218.69744343386392,0.00023557919946723795,0.9136811274179527,0.9428464908930138,0.9734478356260445,500.0,5260.0,200.4551457519115,0.40338370640113475,0.9139959506026438,1340.0,0.0006081081081081081,0.09911078944860104,True
R11,relu,100,8,80,15000,1.5,80,137,relu_p100_rt8_rs80_n15000_eta1.5_seed137.npz,0.999999995268945,9.223699111408298,0.04361298034720685,211.48976836661015,0.0004690937772809501,0.9159049322214308,0.9294417509425524,0.969182891348863,500.0,5480.0,215.11702084772645,0.4157857247904385,0.9272406924951027,1580.0,0.0006081081081081081,0.0912673654148947,True
R11,relu,100,8,80,15000,1.5,80,139,relu_p100_rt8_rs80_n15000_eta1.5_seed139.npz,0.9999999979041708,9.446253168545617,0.049308567965355,191.5742751884968,9.932618268172849e-05,0.9157533667444577,0.9415172797324981,0.9701391603364451,500.0,5300.0,184.13842066113594,0.3853590442556387,0.9401472351701072,1360.0,0.0009375000000000001,0.07777628374426931,True
R11,relu,100,8,80,15000,1.5,80,149,relu_p100_rt8_rs80_n15000_eta1.5_seed149.npz,0.9999999985013279,9.38732533126199,0.05902715950444644,159.0340007900068,0.0004552927174816038,0.923720540441672,0.9372621629589617,0.9690569441653871,500.0,4540.0,153.50894018493392,0.3557155812877675,0.9216098127832342,1420.0,0.0018750000000000001,0.09356607172677397,True
R11,relu,100,8,80,15000,1.5,80,151,relu_p100_rt8_rs80_n15000_eta1.5_seed151.npz,0.9999999905914385,9.323372012388385,0.036622640141173154,254.57946167858458,0.00021541777284200415,0.8981888332169321,0.9507557213957757,0.9709620753277808,500.0,5040.0,228.14791246868597,0.37808510295737874,0.9507527882061915,1900.0,0.0013235294117647058,0.09024259997395101,True
R11,relu,100,8,80,15000,1.5,80,157,relu_p100_rt8_rs80_n15000_eta1.5_seed157.npz,0.9999999983710292,9.404938641800635,0.04917354048933401,191.26014820593636,0.00039227289799744636,0.9138645973104235,0.9481412716367882,0.9686236310162106,500.0,5440.0,188.82147189489874,0.37962402664366746,0.9480623865945446,2020.0,0.0013235294117647058,0.08858753960638105,True
R11,relu,100,8,80,15000,1.5,80,163,relu_p100_rt8_rs80_n15000_eta1.5_seed163.npz,0.9999999991808648,9.473305095059192,0.06899291258767136,137.30838052417602,3.238461386341933e-05,0.9082994264081238,0.943531846106271,0.9661348877491891,500.0,4820.0,130.5275314756477,0.3579314199861745,0.9125480737499708,1740.0,0.0004090909090909091,0.0829520438189225,True
R11,relu,100,8,80,15000,1.5,80,167,relu_p100_rt8_rs80_n15000_eta1.5_seed167.npz,0.9999999979837008,9.368329857668646,0.04446325613130107,210.69824103758265,0.00018893882385045532,0.9193598435737745,0.952248887097616,0.9732475047776714,500.0,5260.0,208.25367875420247,0.3089681666871422,0.7613089867445226,980.0,0.000703125,0.08525462604438602,True
R11,relu,100,8,80,15000,1.5,80,173,relu_p100_rt8_rs80_n15000_eta1.5_seed173.npz,0.9999999987556478,9.433053682252583,0.04762460588602793,198.07100776491768,5.159632355737481e-10,0.911470544011277,0.9509596525931896,0.9704032650609669,500.0,4820.0,182.05419053614037,0.46156374828587743,0.95077536644483,1500.0,0.00140625,0.10078992872695242,True
R11,relu,100,8,80,15000,1.5,80,179,relu_p100_rt8_rs80_n15000_eta1.5_seed179.npz,0.9999999935070092,9.359074708460737,0.055462391949983335,168.74632303815648,6.728476599692838e-05,0.9056163109581268,0.9423995766862912,0.9670858404016738,500.0,5080.0,162.5916334507867,0.31658365415120615,0.8598905320690211,1120.0,0.0006617647058823529,0.0744956237123914,True
R11,relu,100,8,80,15000,1.5,80,181,relu_p100_rt8_rs80_n15000_eta1.5_seed181.npz,0.9999999991524973,9.468524820741404,0.05824229087147238,162.57129791883196,0.0027761785024051867,0.9198368849590138,0.9423999882567733,0.9691482836666163,500.0,4880.0,158.18615277163056,0.26645221452529855,0.850071998396268,1840.0,0.0002922077922077922,0.07692836173203337,True
R11,relu,100,8,80,15000,1.5,80,191,relu_p100_rt8_rs80_n15000_eta1.5_seed191.npz,0.9999999967638922,9.319969046344708,0.047284530513250274,197.10397766840524,0.00021371986193187894,0.9128510294369409,0.9294707225900664,0.968990922453684,500.0,5240.0,178.56239379650196,0.31054109792507023,0.8943738889485664,1600.0,0.0004411764705882353,0.10309141660335372,True
R11,relu,100,8,80,15000,1.5,80,193,relu_p100_rt8_rs80_n15000_eta1.5_seed193.npz,0.999999999032357,9.516372296291356,0.05418121283137027,175.63970607135414,5.939419440076879e-05,0.9087007989700692,0.9499195680269139,0.9701843410613602,500.0,5480.0,175.83556454067656,0.41475308423582247,0.9451028139735385,1600.0,0.00045,0.08893749895334557,True
R11,relu,100,8,80,15000,1.5,80,197,relu_p100_rt8_rs80_n15000_eta1.5_seed197.npz,0.9999999979043556,9.350551822736074,0.05028832232687692,185.9388301315157,0.0034272125837758677,0.9104959390965283,0.9443395988477287,0.9705000858869873,500.0,4900.0,175.01665759827227,0.3456354089177456,0.9280711402132358,1260.0,0.00125,0.0786625102870689,True
R11,relu,100,8,80,15000,1.5,80,199,relu_p100_rt8_rs80_n15000_eta1.5_seed199.npz,0.9999999992740238,9.435408724497007,0.06954908788212599,135.66545603715807,0.00418121148491924,0.9235724719910006,0.9373135212617912,0.9659645597189677,500.0,4980.0,132.76633874470105,0.28907048059085627,0.8629710797845425,1440.0,0.0004326923076923077,0.08589161189404712,True
R11,relu,100,8,80,15000,1.5,80,211,relu_p100_rt8_rs80_n15000_eta1.5_seed211.npz,0.9999999991841617,9.549836938642288,0.06066035900980626,157.43126309388438,0.00010190941257058885,0.9309575050097453,0.9478247990800257,0.97038495295338,500.0,4740.0,153.20583946207236,0.41223766684094176,0.9371133969374806,1540.0,0.00140625,0.06608343660991896,True
R11,relu,100,8,80,15000,1.5,80,223,relu_p100_rt8_rs80_n15000_eta1.5_seed223.npz,0.9999999991266239,9.475322994787161,0.04872964816761619,194.44677626636525,5.807821684601677e-05,0.8964983250884533,0.9327457243679221,0.9640210052292604,500.0,5400.0,191.222835415526,0.34052050251417587,0.9283480193536144,1580.0,0.0018750000000000001,0.09113534994462594,True
R11,relu,100,8,80,15000,1.5,80,227,relu_p100_rt8_rs80_n15000_eta1.5_seed227.npz,0.999999999278314,9.478351731264787,0.05895045830853761,160.78503888225188,0.0010701135567962644,0.9193329741104359,0.94139837493692,0.968615807255548,500.0,4700.0,151.68902760397523,0.4431825355860629,0.934568853977891,1400.0,0.000703125,0.1013731929718821,True
R11,relu,100,8,80,15000,1.5,80,229,relu_p100_rt8_rs80_n15000_eta1.5_seed229.npz,0.9999999908549689,9.354244455086578,0.0454891312768749,205.63691133494896,0.003997164694643028,0.9238990943853926,0.9491355234490667,0.9705788840620264,500.0,5060.0,192.37882687527446,0.36760808844112014,0.8932425560613431,1340.0,0.0004891304347826087,0.06730585652098828,True
R11,relu,100,8,80,15000,1.5,80,233,relu_p100_rt8_rs80_n15000_eta1.5_seed233.npz,0.9999999990924813,9.473124352998475,0.05760535904385984,164.4486643297507,2.5107457039350348e-05,0.8955872156371798,0.9430336488713291,0.9681951882777285,500.0,5260.0,163.08461545449788,0.3458621644228037,0.933897880346506,1400.0,0.0010714285714285715,0.08297588007207955,True
R11,relu,100,8,80,15000,1.5,80,239,relu_p100_rt8_rs80_n15000_eta1.5_seed239.npz,0.9999999991205377,9.436938879310832,0.0543721380116439,173.56203424058646,0.00023347488454806637,0.9193179217720874,0.9311344214804417,0.9680080991355453,500.0,4460.0,170.02396099087923,0.35072357082085026,0.9084570439252911,1060.0,0.0009375000000000001,0.07851170910169476,True
R11,relu,100,8,80,15000,1.5,80,241,relu_p100_rt8_rs80_n15000_eta1.5_seed241.npz,0.9999999991002888,9.482785094636448,0.05001349484312267,189.60452822545395,0.0004482261986165714,0.9048316247426045,0.9521719130198827,0.9686751448842719,500.0,4860.0,180.22004309936239,0.3805049570049198,0.9155446422900487,1300.0,0.0005921052631578948,0.07118479354736648,True
R11,relu,100,8,80,15000,1.5,80,251,relu_p100_rt8_rs80_n15000_eta1.5_seed251.npz,0.9999999972568303,9.329122455637723,0.04521262799891286,206.33886744787412,8.181639615441001e-05,0.9037681803501871,0.9431495715949046,0.9688329295420004,500.0,5240.0,198.9008745192385,0.3155922448556292,0.7989211253597699,1060.0,0.0005232558139534884,0.07273771558585403,True
R11,relu,100,8,80,15000,1.5,80,257,relu_p100_rt8_rs80_n15000_eta1.5_seed257.npz,0.9999999986178151,9.416036849485575,0.04510036117472054,208.77963289490043,0.0010371917941125737,0.9128013813445037,0.9372838349602277,0.9675109282722367,500.0,4960.0,201.7970318525613,0.4002315989870395,0.9315279703966081,1540.0,0.0005357142857142857,0.1018273247394619,True
R11,relu,100,8,80,15000,1.5,80,263,relu_p100_rt8_rs80_n15000_eta1.5_seed263.npz,0.9999999992059028,9.49113537752346,0.04989601931383896,190.2182881128362,0.0005443841903934894,0.8903261903663555,0.9480666316827225,0.9684429105650416,500.0,5340.0,184.94070725035115,0.3599394337541313,0.9218484299728521,1540.0,0.0005625000000000001,0.07742343909855355,True
R11,relu,100,8,80,15000,1.5,80,269,relu_p100_rt8_rs80_n15000_eta1.5_seed269.npz,0.99999999779823,9.352758335326447,0.047984928111670065,194.91033337719705,0.00017437538878042487,0.8789585572616572,0.9384095184568582,0.9680325814008609,500.0,5540.0,184.9349318669891,0.37190906251067846,0.9331329464069533,1280.0,0.0009375000000000001,0.10468773206034933,True
R11,relu,100,8,80,15000,1.5,80,271,relu_p100_rt8_rs80_n15000_eta1.5_seed271.npz,0.999999999110194,9.484854388079572,0.05663021934875889,167.48750926897907,0.0006413800583535248,0.9039065004699055,0.950142643739064,0.9699746930844928,500.0,4920.0,160.0701757644716,0.34989111604296486,0.9494548477424531,1700.0,0.0006617647058823529,0.0699269126933493,True
R11,relu,100,8,80,15000,1.5,80,277,relu_p100_rt8_rs80_n15000_eta1.5_seed277.npz,0.9999999919682655,9.197475120125198,0.04429620729461525,207.63572508482602,8.83312753638774e-05,0.9229018410467787,0.9496134915629986,0.9723207670624705,500.0,4700.0,198.0252415359381,0.4173318591860946,0.9495197507942091,2380.0,0.0006081081081081081,0.07262769152401786,True
R11,relu,100,8,80,15000,1.5,80,281,relu_p100_rt8_rs80_n15000_eta1.5_seed281.npz,0.9999999908689385,9.318621288882607,0.03648948621880371,255.37825424575442,0.0002730739573819137,0.9141278914727503,0.9495520570879228,0.9685171690526102,500.0,5160.0,235.22816962554361,0.3731593989309856,0.9477095866899975,1480.0,0.0009375000000000001,0.0892910073369821,True
R11,relu,100,8,80,15000,1.5,80,283,relu_p100_rt8_rs80_n15000_eta1.5_seed283.npz,0.9999999991822083,9.46172602876581,0.05917096955215734,159.9048672073152,1.8062421593593882e-07,0.8978007052353383,0.939068338917925,0.9659701464110539,500.0,5040.0,155.6526158705029,0.3527269291210211,0.8121944683168625,1380.0,0.00038135593220338984,0.06248661634713582,True
R11,relu,100,8,80,15000,1.5,80,293,relu_p100_rt8_rs80_n15000_eta1.5_seed293.npz,0.9999999989723606,9.463890979292774,0.058426470220240195,161.97950934941602,0.00013452068318313876,0.9065469891406324,0.9490675455561057,0.9724086271231164,500.0,5240.0,154.95762164352635,0.3732046958598939,0.8897022606389949,1600.0,0.00038135593220338984,0.0636749276996419,True
R11,relu,100,8,80,15000,1.5,80,307,relu_p100_rt8_rs80_n15000_eta1.5_seed307.npz,0.999999983773985,9.233500939559589,0.045147761035753645,204.51736094393135,0.002263628643906241,0.9000498900677598,0.9271036207393745,0.9699843383433392,500.0,5040.0,207.39563372203187,0.35059544479027427,0.8417641515076402,1160.0,0.000576923076923077,0.08189926899014745,True
R11,relu,100,8,80,15000,1.5,80,311,relu_p100_rt8_rs80_n15000_eta1.5_seed311.npz,0.9999999978383217,9.4422278097503,0.0627739194069712,150.41641336006361,4.734733508944306e-05,0.8790297557819501,0.9482955585170837,0.9705660467176367,500.0,5760.0,146.62752757677555,0.45442767732347034,0.9474817268911689,1920.0,0.0008035714285714286,0.07435434083589745,True
R11,relu,100,8,80,15000,1.5,80,313,relu_p100_rt8_rs80_n15000_eta1.5_seed313.npz,0.9999999992731139,9.479574648751107,0.049161786211370184,192.82404849965891,0.00019052335627554865,0.8926925108510119,0.9343309466154952,0.9636273889549467,500.0,5260.0,187.46795548596972,0.30978004405205717,0.8006391721543804,1180.0,0.0004787234042553192,0.06969139624156936,True
R12,relu,100,10,50,15000,1.5,50,5,relu_p100_rt10_rs50_n15000_eta1.5_seed5.npz,0.9999999999388333,3.804758080662397,0.17906644616391315,21.247744410918905,7.028552678569537e-05,0.6677097565292032,0.8478752884809274,0.919922808770926,503.0,6900.0,21.711831445328244,0.31506750678545037,0.8008972917731385,2680.0,0.0002102803738317757,0.29676263822875415,False
R12,relu,100,10,50,15000,1.5,50,11,relu_p100_rt10_rs50_n15000_eta1.5_seed11.npz,0.9999999999468985,3.7931709382915044,0.20108022583589322,18.863967963648548,9.817561154417927e-06,0.6520127331317722,0.8551181558148857,0.9237965549048779,503.0,7040.0,19.42787195847248,0.3200574741688079,0.8165444670557319,3040.0,0.0001923076923076923,0.3010253109113299,False
R12,relu,100,10,50,15000,1.5,50,23,relu_p100_rt10_rs50_n15000_eta1.5_seed23.npz,0.9999999999498759,3.809638250988075,0.17853485268404148,21.33834483135966,0.00046788632812212836,0.7476526459245346,0.8712628138419615,0.9271169550185169,503.0,6740.0,21.80354304940489,0.26397311244673827,0.8684369566003565,2800.0,0.00025,0.2927818931187028,False
R12,relu,100,10,50,15000,1.5,50,37,relu_p100_rt10_rs50_n15000_eta1.5_seed37.npz,0.9999999999344581,3.828557953630605,0.17254613133172883,22.188605007144467,0.0003079787182449072,0.6454799228088848,0.8574744156914874,0.9271703213159599,503.0,7140.0,22.981004223742275,0.35683487953045845,0.8368245420508832,3540.0,0.00020833333333333335,0.28227985241841896,False
R12,relu,100,10,50,15000,1.5,50,41,relu_p100_rt10_rs50_n15000_eta1.5_seed41.npz,0.9999999999442416,3.819463096774078,0.161955856048448,23.58335900883702,0.00045325685102246964,0.638634495100121,0.8707780229246473,0.9250425534477861,503.0,6920.0,23.801417563321714,0.2660937431031154,0.7931426713602975,3080.0,0.0001618705035971223,0.32243521735053554,False
R12,relu,100,10,50,15000,1.5,50,53,relu_p100_rt10_rs50_n15000_eta1.5_seed53.npz,0.9999999999449234,3.822867735029075,0.1817780821526967,21.030410761060846,0.0006627147809581612,0.7640870663967823,0.8740987689569505,0.9338712717435256,503.0,6860.0,21.400746189612754,0.2776492421553005,0.8670932755191585,2720.0,0.0004891304347826087,0.28438179492305077,False
