group,window,start,end,n_seeds,median_loss_change,loss_change_ci_low,loss_change_ci_high,median_mean_even_start,mean_even_start_ci_low,mean_even_start_ci_high,median_mean_even_end,mean_even_end_ci_low,mean_even_end_ci_high,median_mean_even_gain,mean_even_gain_ci_low,mean_even_gain_ci_high,median_mean_odd_start,mean_odd_start_ci_low,mean_odd_start_ci_high,median_mean_odd_end,mean_odd_end_ci_low,mean_odd_end_ci_high,median_mean_odd_gain,mean_odd_gain_ci_low,mean_odd_gain_ci_high,median_mean_phaseavg_start,mean_phaseavg_start_ci_low,mean_phaseavg_start_ci_high,median_mean_phaseavg_end,mean_phaseavg_end_ci_low,mean_phaseavg_end_ci_high,median_mean_phaseavg_gain,mean_phaseavg_gain_ci_low,mean_phaseavg_gain_ci_high,median_min_even_start,min_even_start_ci_low,min_even_start_ci_high,median_min_even_end,min_even_end_ci_low,min_even_end_ci_high,median_min_even_gain,min_even_gain_ci_low,min_even_gain_ci_high,median_min_odd_start,min_odd_start_ci_low,min_odd_start_ci_high,median_min_odd_end,min_odd_end_ci_low,min_odd_end_ci_high,median_min_odd_gain,min_odd_gain_ci_low,min_odd_gain_ci_high,median_min_phaseavg_start,min_phaseavg_start_ci_low,min_phaseavg_start_ci_high,median_min_phaseavg_end,min_phaseavg_end_ci_low,min_phaseavg_end_ci_high,median_min_phaseavg_gain,min_phaseavg_gain_ci_low,min_phaseavg_gain_ci_high,median_rho2,rho2_ci_low,rho2_ci_high,median_r2,r2_ci_low,r2_ci_high,positive_mean_even_seeds,positive_mean_odd_seeds,positive_min_even_seeds,positive_min_odd_seeds,loss_within_5pct_seeds
development,60_240,60,240,5,-0.04115708264794445,-0.04956295759019364,-0.03787297441333788,0.6383405327796936,0.529477059841156,0.7203380465507507,0.8524572253227234,0.705781877040863,0.878960371017456,0.17630481719970703,0.15862232446670532,0.21411669254302979,0.5827435851097107,0.4694649875164032,0.6458023190498352,0.7889171242713928,0.6392273306846619,0.8356838226318359,0.18210381269454956,0.16678041219711304,0.23050540685653687,0.6105420589447021,0.4994710236787796,0.683070182800293,0.8206871747970581,0.6725046038627625,0.8551175594329834,0.17303358018398285,0.16902732849121094,0.21337035298347473,0.1963541954755783,0.002259147586300969,0.43395596742630005,0.7069054245948792,0.16309189796447754,0.8019508123397827,0.36799484491348267,0.16083275037817657,0.5340461581945419,0.16906386613845825,0.0005671785329468548,0.30865663290023804,0.5867030620574951,0.05336670204997063,0.7158598303794861,0.40720319747924805,0.05279952351702377,0.5129599869251251,0.18270903080701828,0.001413163059623912,0.37130630016326904,0.6468042433261871,0.10822930000722408,0.7589053213596344,0.38759902119636536,0.10681613694760017,0.5000583305954933,0.999975122293566,0.9999709540891571,0.9999865139844861,0.18196573921866707,0.17217682757693653,0.1881082914431104,5,5,5,5,5
development,240_400,240,400,5,-0.052246095535298825,-0.05608672183281275,-0.03932303399761553,0.8524572253227234,0.705781877040863,0.878960371017456,0.8970471620559692,0.8410917520523071,0.9116643667221069,0.04458993673324585,0.023715853691101074,0.1353098750114441,0.7889171242713928,0.6392273306846619,0.8356838226318359,0.8470202684402466,0.7617840766906738,0.8805115818977356,0.05810314416885376,0.035095930099487305,0.12255674600601196,0.8206871747970581,0.6725046038627625,0.8551175594329834,0.8720337152481079,0.8014379143714905,0.8960879743099213,0.051346540451049805,0.02940589189529419,0.12893331050872803,0.7069054245948792,0.16309189796447754,0.8019508123397827,0.8272081613540649,0.6525360941886902,0.8506812453269958,0.12030273675918579,0.048730432987213135,0.48944419622421265,0.5867030620574951,0.05336670204997063,0.7158598303794861,0.725401759147644,0.4575113356113434,0.778792142868042,0.13869869709014893,0.05290108919143677,0.40414463356137276,0.6468042433261871,0.10822930000722408,0.7589053213596344,0.7763049602508545,0.5550237149000168,0.8139370083808899,0.12950071692466736,0.05081576108932495,0.4467944148927927,0.9999819185368416,0.9999800041209643,0.9999900609887741,0.19167060599184285,0.18575510673603174,0.1966960272832829,5,5,5,5,1
development,400_700,400,700,5,-0.08304329342167804,-0.09804571114531757,-0.07352709409736592,0.8970471620559692,0.8410917520523071,0.9116643667221069,0.9148877859115601,0.9063393473625183,0.9222012758255005,0.01952505111694336,0.009214282035827637,0.06524759531021118,0.8470202684402466,0.7617840766906738,0.8805115818977356,0.8850396275520325,0.864951491355896,0.8919663429260254,0.03801935911178589,0.011454761028289795,0.10316741466522217,0.8720337152481079,0.8014379143714905,0.8960879743099213,0.8999637067317963,0.8856454193592072,0.9064748883247375,0.027929991483688354,0.010334521532058716,0.08420750498771667,0.8272081613540649,0.6525360941886902,0.8506812453269958,0.8593012094497681,0.8477535843849182,0.8863835334777832,0.035702288150787354,0.014670968055725098,0.20151382684707642,0.725401759147644,0.4575113356113434,0.778792142868042,0.7572736144065857,0.7407812476158142,0.7952448129653931,0.03187185525894165,-0.006325364112854004,0.2832699120044708,0.7763049602508545,0.5550237149000168,0.8139370083808899,0.8082874119281769,0.7974155843257904,0.8408141732215881,0.03198245167732239,0.004172801971435547,0.24239186942577362,0.999989231303137,0.9999867504254161,0.9999905564137155,0.20382576147540468,0.1996623025757233,0.2164418244841254,5,5,5,4,0
development,700_1000,700,1000,5,-0.06251276016103377,-0.06997832517037003,-0.0570902063987561,0.9148877859115601,0.9063393473625183,0.9222012758255005,0.9211586713790894,0.9169992804527283,0.9260134100914001,0.006270885467529297,0.0029726624488830566,0.010665595531463623,0.8850396275520325,0.864951491355896,0.8919663429260254,0.892544150352478,0.8827189207077026,0.8982115983963013,0.007504522800445557,0.00504225492477417,0.01776742935180664,0.8999637067317963,0.8856454193592072,0.9064748883247375,0.9068514108657837,0.8998591005802155,0.9121125042438507,0.006887704133987427,0.004007458686828613,0.0142136812210083,0.8593012094497681,0.8477535843849182,0.8863835334777832,0.843543529510498,0.8301147818565369,0.8770158886909485,-0.014411985874176025,-0.020209312438964844,-0.009367644786834717,0.7572736144065857,0.7407812476158142,0.7952448129653931,0.731613278388977,0.7124493718147278,0.7796235680580139,-0.028331875801086426,-0.033695101737976074,-0.01562124490737915,0.8082874119281769,0.7974155843257904,0.8408141732215881,0.7883430123329163,0.7752311527729034,0.8283197283744812,-0.021371930837631226,-0.02695220708847046,-0.012494444847106934,0.999990694037407,0.9999880605371461,0.9999930662730061,0.21629752394559257,0.20287356069926898,0.22028774557146133,5,5,0,0,0
development,1000_1200,1000,1200,5,-0.041297255611330984,-0.04578268444414369,-0.026164832791395438,0.9211586713790894,0.9169992804527283,0.9260134100914001,0.9231504797935486,0.9150786399841309,0.925204336643219,-0.0008090734481811523,-0.0019206404685974121,0.0019918084144592285,0.892544150352478,0.8827189207077026,0.8982115983963013,0.8945054411888123,0.881273627281189,0.8985784649848938,-0.0014452934265136719,-0.0040090084075927734,0.0019612908363342285,0.9068514108657837,0.8998591005802155,0.9121125042438507,0.9088279604911804,0.8981761336326599,0.9118914008140564,-0.0005689859390258789,-0.002702087163925171,0.0019765496253967285,0.843543529510498,0.8301147818565369,0.8770158886909485,0.8322856426239014,0.8240934014320374,0.8620942234992981,-0.012787103652954102,-0.01492166519165039,-0.006021380424499512,0.731613278388977,0.7124493718147278,0.7796235680580139,0.7120236754417419,0.6964781284332275,0.7567319869995117,-0.019589602947235107,-0.022891581058502197,-0.015971243381500244,0.7883430123329163,0.7752311527729034,0.8283197283744812,0.7721546590328217,0.7611536979675293,0.8094131052494049,-0.014889955520629883,-0.018906623125076294,-0.011365920305252075,0.9999888468712146,0.9999847535650169,0.9999924126348133,0.21973528799561043,0.21146134577912828,0.22100352887149166,2,2,0,0,5
development,1200_1490,1200,1490,5,-0.050898696548111806,-0.05833390850468654,-0.04480303047239741,0.9231504797935486,0.9150786399841309,0.925204336643219,0.9227973818778992,0.9147495627403259,0.925362765789032,-0.0004025101661682129,-0.002025008201599121,0.0022122859954833984,0.8945054411888123,0.881273627281189,0.8985784649848938,0.8936330080032349,0.881198525428772,0.8963450789451599,-0.0006531476974487305,-0.0032550692558288574,0.0018396377563476562,0.9088279604911804,0.8981761336326599,0.9118914008140564,0.908215194940567,0.897974044084549,0.910853922367096,-0.0013390779495239258,-0.0018287897109985352,0.0020259618759155273,0.8322856426239014,0.8240934014320374,0.8620942234992981,0.8239941596984863,0.8013732433319092,0.8395335078239441,-0.01560121774673462,-0.022720158100128174,-0.008291482925415039,0.7120236754417419,0.6964781284332275,0.7567319869995117,0.7031188607215881,0.6652545928955078,0.7174571752548218,-0.020753204822540283,-0.03927481174468994,-0.008904814720153809,0.7721546590328217,0.7611536979675293,0.8094131052494049,0.7635565102100372,0.7333139181137085,0.7784953415393829,-0.01817721128463745,-0.030917763710021973,-0.008598148822784424,0.9999863128664508,0.9999824040966544,0.9999906758670745,0.22197958283164537,0.21706954185362073,0.22736266479976766,2,2,0,0,1
development,60_400,60,400,5,-0.09159459266184394,-0.09721613428180081,-0.08693702572146761,0.6383405327796936,0.529477059841156,0.7203380465507507,0.8970471620559692,0.8410917520523071,0.9116643667221069,0.23334836959838867,0.1823381781578064,0.3116146922111511,0.5827435851097107,0.4694649875164032,0.6458023190498352,0.8470202684402466,0.7617840766906738,0.8805115818977356,0.2642766833305359,0.21719974279403687,0.29231908917427063,0.6105420589447021,0.4994710236787796,0.683070182800293,0.8720337152481079,0.8014379143714905,0.8960879743099213,0.2543407678604126,0.19976896047592163,0.3019668906927109,0.1963541954755783,0.002259147586300969,0.43395596742630005,0.8272081613540649,0.6525360941886902,0.8506812453269958,0.5460345447063446,0.4167252779006958,0.6543488949537277,0.16906386613845825,0.0005671785329468548,0.30865663290023804,0.725401759147644,0.4575113356113434,0.778792142868042,0.4601042866706848,0.45621681213378906,0.6047692000865936,0.18270903080701828,0.001413163059623912,0.37130630016326904,0.7763049602508545,0.5550237149000168,0.8139370083808899,0.5536105518403929,0.4384147822856903,0.6295590475201607,0.999981866217454,0.9999751804775574,0.9999881480200747,0.19167060599184285,0.18575510673603174,0.1966960272832829,5,5,5,5,0
development,60_700,60,700,5,-0.165922816451567,-0.18342830482363667,-0.15790750824721198,0.6383405327796936,0.529477059841156,0.7203380465507507,0.9148877859115601,0.9063393473625183,0.9222012758255005,0.27625054121017456,0.20186322927474976,0.3768622875213623,0.5827435851097107,0.4694649875164032,0.6458023190498352,0.8850396275520325,0.864951491355896,0.8919663429260254,0.3022960424423218,0.2449461817741394,0.3954865038394928,0.6105420589447021,0.4994710236787796,0.683070182800293,0.8999637067317963,0.8856454193592072,0.9064748883247375,0.2894216477870941,0.22340470552444458,0.38617439568042755,0.1963541954755783,0.002259147586300969,0.43395596742630005,0.8593012094497681,0.8477535843849182,0.8863835334777832,0.6513993889093399,0.45242756605148315,0.8517907734494656,0.16906386613845825,0.0005671785329468548,0.30865663290023804,0.7572736144065857,0.7407812476158142,0.7952448129653931,0.5952451527118683,0.48658818006515503,0.7402140690828674,0.18270903080701828,0.001413163059623912,0.37130630016326904,0.8082874119281769,0.7974155843257904,0.8408141732215881,0.6169285848736763,0.4695078730583191,0.7960024212661665,0.9999853945174082,0.999980342465545,0.9999882582236019,0.20382576147540468,0.1996623025757233,0.2164418244841254,5,5,5,5,0
development,60_1000,60,1000,5,-0.21806328338252073,-0.2405706244336085,-0.20598274240822145,0.6383405327796936,0.529477059841156,0.7203380465507507,0.9211586713790894,0.9169992804527283,0.9260134100914001,0.28281813859939575,0.20567536354064941,0.38752222061157227,0.5827435851097107,0.4694649875164032,0.6458023190498352,0.892544150352478,0.8827189207077026,0.8982115983963013,0.30980056524276733,0.25240927934646606,0.41325393319129944,0.6105420589447021,0.4994710236787796,0.683070182800293,0.9068514108657837,0.8998591005802155,0.9121125042438507,0.29630935192108154,0.22904232144355774,0.40038807690143585,0.1963541954755783,0.002259147586300969,0.43395596742630005,0.843543529510498,0.8301147818565369,0.8770158886909485,0.6337605863809586,0.44305992126464844,0.8373787875752896,0.16906386613845825,0.0005671785329468548,0.30865663290023804,0.731613278388977,0.7124493718147278,0.7796235680580139,0.5615500509738922,0.4709669351577759,0.7118821932817809,0.18270903080701828,0.001413163059623912,0.37130630016326904,0.7883430123329163,0.7752311527729034,0.8283197283744812,0.5925221219658852,0.45701342821121216,0.7746304904285353,0.9999871494241324,0.9999829701810689,0.9999881960166211,0.21629752394559257,0.20287356069926898,0.22028774557146133,5,5,5,5,0
development,60_1490,60,1490,5,-0.2879050509210169,-0.3104005901257854,-0.27289162757853686,0.6383405327796936,0.529477059841156,0.7203380465507507,0.9227973818778992,0.9147495627403259,0.925362765789032,0.2834959626197815,0.20446377992630005,0.387143075466156,0.5827435851097107,0.4694649875164032,0.6458023190498352,0.8936330080032349,0.881198525428772,0.8963450789451599,0.3136014938354492,0.24952107667922974,0.4135664403438568,0.6105420589447021,0.4994710236787796,0.683070182800293,0.908215194940567,0.897974044084549,0.910853922367096,0.3003118634223938,0.2269924283027649,0.4003547579050064,0.1963541954755783,0.002259147586300969,0.43395596742630005,0.8239941596984863,0.8013732433319092,0.8395335078239441,0.6050190478563309,0.40557754039764404,0.8079689021687955,0.16906386613845825,0.0005671785329468548,0.30865663290023804,0.7031188607215881,0.6652545928955078,0.7174571752548218,0.5301136672496796,0.40880054235458374,0.6751577450777404,0.18270903080701828,0.001413163059623912,0.37130630016326904,0.7635565102100372,0.7333139181137085,0.7784953415393829,0.5506048873066902,0.4071890413761139,0.7415633236232679,0.999987147613601,0.9999842053839163,0.999987802354483,0.22197958283164537,0.21706954185362073,0.22736266479976766,5,5,5,5,0
