seed,window,start,end,loss_change,mean_even_start,mean_even_end,mean_even_gain,mean_odd_start,mean_odd_end,mean_odd_gain,mean_phaseavg_start,mean_phaseavg_end,mean_phaseavg_gain,min_even_start,min_even_end,min_even_gain,min_odd_start,min_odd_end,min_odd_gain,min_phaseavg_start,min_phaseavg_end,min_phaseavg_gain,rho2,r2
61,60_240,60,240,-0.09452178537584745,0.7313247919082642,0.8989371061325073,0.16761231422424316,0.6411377787590027,0.8571301698684692,0.21599239110946655,0.6862312853336334,0.8780336380004883,0.19180235266685486,0.4265073835849762,0.8592754602432251,0.4327680766582489,0.3287788927555084,0.740491509437561,0.4117126166820526,0.3776431381702423,0.7998834848403931,0.42224034667015076,0.9999837033485294,0.20187266443254667
67,60_240,60,240,-0.10483582111471486,0.604927659034729,0.8812710642814636,0.2763434052467346,0.5550152063369751,0.6881207227706909,0.13310551643371582,0.579971432685852,0.7846958935260773,0.20472446084022522,0.09522774815559387,0.8215036392211914,0.7262758910655975,0.07021626085042953,0.09386065602302551,0.023644395172595978,0.0827220045030117,0.45768214762210846,0.37496014311909676,0.9999865171242803,0.1914594432705143
71,60_240,60,240,-0.08226262345242329,0.643788754940033,0.8881834745407104,0.2443947196006775,0.5858951807022095,0.8297776579856873,0.24388247728347778,0.6148419678211212,0.8589805662631989,0.24413859844207764,0.12003456056118011,0.8257097005844116,0.7056751400232315,0.09310213476419449,0.6604280471801758,0.5673259124159813,0.1065683476626873,0.7430688738822937,0.6365005262196064,0.9999846230495668,0.19375896568925868
79,60_240,60,240,-0.08830720457522248,0.6996926665306091,0.8575117588043213,0.15781909227371216,0.6190637350082397,0.7946816682815552,0.17561793327331543,0.6593782007694244,0.8260967135429382,0.1667185127735138,0.4326499104499817,0.7866578102111816,0.35400789976119995,0.3887174427509308,0.6261839866638184,0.23746654391288757,0.41068367660045624,0.7064208984375,0.29573722183704376,0.9999836110144897,0.19415949664527968
83,60_240,60,240,-0.0829619944919103,0.7146047949790955,0.8860034346580505,0.17139863967895508,0.6422039866447449,0.8277336359024048,0.1855296492576599,0.6784043908119202,0.8568685352802277,0.1784641444683075,0.38780951499938965,0.8530909419059753,0.4652814269065857,0.35814690589904785,0.671014666557312,0.31286776065826416,0.37297821044921875,0.7620528042316437,0.3890745937824249,0.9999804684780111,0.1929245212243964
89,60_240,60,240,-0.10501062575173364,0.5485166907310486,0.7977651357650757,0.2492484450340271,0.4479478597640991,0.719854474067688,0.27190661430358887,0.49823227524757385,0.7588098049163818,0.260577529668808,0.016167160123586655,0.5959186553955078,0.5797514952719212,0.062170255929231644,0.44305503368377686,0.3808847777545452,0.03916870802640915,0.5194868445396423,0.4803181365132332,0.9999861950214466,0.1980766455561546
97,60_240,60,240,-0.10668239282131882,0.6889471411705017,0.8791651725769043,0.1902180314064026,0.5784850716590881,0.8268190026283264,0.24833393096923828,0.6337161064147949,0.8529920876026154,0.21927598118782043,0.42065495252609253,0.8231078386306763,0.40245288610458374,0.34154146909713745,0.6983602643013,0.3568187952041626,0.381098210811615,0.7607340514659882,0.37963584065437317,0.9999819012463205,0.19686875910582602
101,60_240,60,240,-0.08159250484126512,0.6600551605224609,0.8791569471359253,0.21910178661346436,0.4034278392791748,0.8219846487045288,0.418556809425354,0.5317414999008179,0.850570797920227,0.3188292980194092,0.3543552756309509,0.8121563792228699,0.45780110359191895,0.004322202876210213,0.7170690894126892,0.712746886536479,0.17933873925358057,0.7646127343177795,0.585273995064199,0.9999866583324413,0.2026467123268734
103,60_240,60,240,-0.08348330249968687,0.5460777282714844,0.8572503328323364,0.31117260456085205,0.49655312299728394,0.7921332716941833,0.2955801486968994,0.5213154256343842,0.8246918022632599,0.30337637662887573,0.12073590606451035,0.7625021934509277,0.6417662873864174,0.09584493935108185,0.6733543872833252,0.5775094479322433,0.1082904227077961,0.7179282903671265,0.6096378676593304,0.9999846947894829,0.1919074755198435
107,60_240,60,240,-0.0811958849810799,0.5028823614120483,0.7884261012077332,0.2855437397956848,0.42072874307632446,0.697535514831543,0.2768067717552185,0.4618055522441864,0.7429808080196381,0.28117525577545166,0.12822702527046204,0.5654432773590088,0.43721625208854675,0.09971825778484344,0.46027037501335144,0.360552117228508,0.11397264152765274,0.5128568261861801,0.3988841846585274,0.9999876508158636,0.1972917991833963
