group,window,start,end,n_seeds,median_loss_change,loss_change_ci_low,loss_change_ci_high,median_mean_even_start,mean_even_start_ci_low,mean_even_start_ci_high,median_mean_even_end,mean_even_end_ci_low,mean_even_end_ci_high,median_mean_even_gain,mean_even_gain_ci_low,mean_even_gain_ci_high,median_mean_odd_start,mean_odd_start_ci_low,mean_odd_start_ci_high,median_mean_odd_end,mean_odd_end_ci_low,mean_odd_end_ci_high,median_mean_odd_gain,mean_odd_gain_ci_low,mean_odd_gain_ci_high,median_mean_phaseavg_start,mean_phaseavg_start_ci_low,mean_phaseavg_start_ci_high,median_mean_phaseavg_end,mean_phaseavg_end_ci_low,mean_phaseavg_end_ci_high,median_mean_phaseavg_gain,mean_phaseavg_gain_ci_low,mean_phaseavg_gain_ci_high,median_min_even_start,min_even_start_ci_low,min_even_start_ci_high,median_min_even_end,min_even_end_ci_low,min_even_end_ci_high,median_min_even_gain,min_even_gain_ci_low,min_even_gain_ci_high,median_min_odd_start,min_odd_start_ci_low,min_odd_start_ci_high,median_min_odd_end,min_odd_end_ci_low,min_odd_end_ci_high,median_min_odd_gain,min_odd_gain_ci_low,min_odd_gain_ci_high,median_min_phaseavg_start,min_phaseavg_start_ci_low,min_phaseavg_start_ci_high,median_min_phaseavg_end,min_phaseavg_end_ci_low,min_phaseavg_end_ci_high,median_min_phaseavg_gain,min_phaseavg_gain_ci_low,min_phaseavg_gain_ci_high,median_rho2,rho2_ci_low,rho2_ci_high,median_r2,r2_ci_low,r2_ci_high,positive_mean_even_seeds,positive_mean_odd_seeds,positive_min_even_seeds,positive_min_odd_seeds,loss_within_5pct_seeds
development,60_240,60,240,5,-0.08907585728114893,-0.11073689428658176,-0.07306783535982875,0.6261700391769409,0.5550678968429565,0.7205286026000977,0.871792197227478,0.8272410035133362,0.898594856262207,0.20858609676361084,0.17806625366210938,0.2729455828666687,0.513948917388916,0.4154813289642334,0.6505596041679382,0.8198037147521973,0.6938881278038025,0.8429223895072937,0.24785751104354858,0.19236278533935547,0.3184548616409302,0.6009814441204071,0.48527461290359497,0.6855441033840179,0.8457979559898376,0.7609508037567139,0.8707586228847504,0.24481651186943054,0.18521451950073242,0.2756761908531189,0.2653939127922058,0.0010663580615073442,0.4952130913734436,0.7706133723258972,0.6558573842048645,0.8652229905128479,0.4670352041721344,0.3700098991394043,0.6547910261433572,0.12982648611068726,0.0006108470261096954,0.3673155605792999,0.6593059301376343,0.2991971969604492,0.7279527187347412,0.3606371581554413,0.2985863499343395,0.6506654992699623,0.19598757848143578,0.0008386025438085198,0.43126432597637177,0.7149596512317657,0.47752729058265686,0.7965878546237946,0.47668868803884834,0.3653235286474228,0.573435090482235,0.9999859709661283,0.9999785270587116,0.9999888896524943,0.19921262948775398,0.18758005267176042,0.20498636802423342,5,5,5,5,0
development,240_400,240,400,5,-0.07357665957288406,-0.08212760910977936,-0.056518225600343114,0.871792197227478,0.8272410035133362,0.898594856262207,0.8985435962677002,0.8765392303466797,0.9103599786758423,0.026751399040222168,0.011765122413635254,0.050981998443603516,0.8198037147521973,0.6938881278038025,0.8429223895072937,0.8551371693611145,0.8203498125076294,0.8613388538360596,0.035333454608917236,0.01841646432876587,0.1264616847038269,0.8457979559898376,0.7609508037567139,0.8707586228847504,0.8768403828144073,0.8496726453304291,0.8858494162559509,0.031042426824569702,0.015090793371200562,0.08872184157371521,0.7706133723258972,0.6558573842048645,0.8652229905128479,0.8174892663955688,0.7614242434501648,0.8525854349136353,0.04687589406967163,-0.012637555599212646,0.10556685924530029,0.6593059301376343,0.2991971969604492,0.7279527187347412,0.6800776720046997,0.593479573726654,0.7126762866973877,0.020975470542907715,-0.018211066722869873,0.29428237676620483,0.7149596512317657,0.47752729058265686,0.7965878546237946,0.7488853335380554,0.6774519085884094,0.7826308608055115,0.03392568230628967,-0.013956993818283081,0.19992461800575256,0.9999887165577673,0.9999871638515875,0.9999890952523842,0.20527193397713484,0.19284284062369925,0.20747258220785783,5,5,4,3,0
development,400_700,400,700,5,-0.07944634848905047,-0.08781509674290759,-0.07194785870977558,0.8985435962677002,0.8765392303466797,0.9103599786758423,0.8918792009353638,0.8779023885726929,0.9059969782829285,-0.0010930895805358887,-0.006664395332336426,0.009911596775054932,0.8551371693611145,0.8203498125076294,0.8613388538360596,0.8559763431549072,0.8259561657905579,0.8619179725646973,0.0013637542724609375,0.0005791187286376953,0.010055124759674072,0.8768403828144073,0.8496726453304291,0.8858494162559509,0.8739277720451355,0.8519292771816254,0.8839574754238129,0.000997990369796753,-0.0029126107692718506,0.009983360767364502,0.8174892663955688,0.7614242434501648,0.8525854349136353,0.7822418212890625,0.7285375595092773,0.8079328536987305,-0.040085434913635254,-0.04692244529724121,-0.009083867073059082,0.6800776720046997,0.593479573726654,0.7126762866973877,0.6237874031066895,0.5391348004341125,0.6369057297706604,-0.054344773292541504,-0.0757705569267273,-0.0398564338684082,0.7488853335380554,0.6774519085884094,0.7826308608055115,0.6997322738170624,0.633836179971695,0.7224192917346954,-0.04915305972099304,-0.06021156907081604,-0.024470150470733643,0.9999878092194191,0.9999866413934683,0.9999890180756376,0.20591638032099713,0.20270038633484624,0.20993824306996275,2,5,0,0,0
development,700_1000,700,1000,5,-0.04282041663975177,-0.045800759057512075,-0.022296675858824718,0.8918792009353638,0.8779023885726929,0.9059969782829285,0.8835253119468689,0.8716340661048889,0.8922863602638245,-0.008923768997192383,-0.02247166633605957,-0.0044106245040893555,0.8559763431549072,0.8259561657905579,0.8619179725646973,0.8360709547996521,0.8208624720573425,0.8420685529708862,-0.014075279235839844,-0.025847017765045166,-0.005093693733215332,0.8739277720451355,0.8519292771816254,0.8839574754238129,0.8597981333732605,0.847177118062973,0.8671774566173553,-0.012384355068206787,-0.024159342050552368,-0.004752159118652344,0.7822418212890625,0.7285375595092773,0.8079328536987305,0.7455819249153137,0.7268898487091064,0.7682254314422607,-0.024984896183013916,-0.053854286670684814,-0.0016477108001708984,0.6237874031066895,0.5391348004341125,0.6369057297706604,0.582207202911377,0.5414822697639465,0.5897309184074402,-0.03928428888320923,-0.06115037202835083,0.0023474693298339844,0.6997322738170624,0.633836179971695,0.7224192917346954,0.6589112877845764,0.6341860592365265,0.6752163171768188,-0.03846395015716553,-0.04720297455787659,0.00034987926483154297,0.9999878956395276,0.9999860964994998,0.9999898227326897,0.2056343547031328,0.2034019205811814,0.2069468074775922,0,0,0,1,5
development,1000_1200,1000,1200,5,-0.012922432732140748,-0.023085015488977217,-0.006037576839395214,0.8835253119468689,0.8716340661048889,0.8922863602638245,0.871502161026001,0.8529959917068481,0.8850253820419312,-0.0072609782218933105,-0.02049577236175537,-0.006009399890899658,0.8360709547996521,0.8208624720573425,0.8420685529708862,0.824028491973877,0.8100895285606384,0.8378023505210876,-0.009527325630187988,-0.012042462825775146,-0.004266202449798584,0.8597981333732605,0.847177118062973,0.8671774566173553,0.847765326499939,0.8315427601337433,0.8614138662815094,-0.007768362760543823,-0.015634357929229736,-0.005763590335845947,0.7455819249153137,0.7268898487091064,0.7682254314422607,0.7284520864486694,0.687444269657135,0.7490824460983276,-0.02010244131088257,-0.039445579051971436,-0.0004642605781555176,0.582207202911377,0.5414822697639465,0.5897309184074402,0.5490502715110779,0.5268735289573669,0.5707587599754333,-0.01460874080657959,-0.03315693140029907,-0.003254711627960205,0.6589112877845764,0.6341860592365265,0.6752163171768188,0.6450519561767578,0.607158899307251,0.6496054232120514,-0.02260446548461914,-0.03301018476486206,-0.007104307413101196,0.9999872518236055,0.9999850289638693,0.9999898523606837,0.20515760687829837,0.20155883901961716,0.20876946889242473,0,0,0,0,5
development,1200_1490,1200,1490,5,-0.014161955021519384,-0.017299965701229613,-0.005417357601229781,0.871502161026001,0.8529959917068481,0.8850253820419312,0.863583505153656,0.844373345375061,0.8678010702133179,-0.011219382286071777,-0.01722431182861328,-0.00045627355575561523,0.824028491973877,0.8100895285606384,0.8378023505210876,0.8153285384178162,0.8017568588256836,0.8239604234695435,-0.008413314819335938,-0.016302168369293213,-0.007838785648345947,0.847765326499939,0.8315427601337433,0.8614138662815094,0.8398299813270569,0.8230651021003723,0.8446506261825562,-0.012113064527511597,-0.016763240098953247,-0.004147529602050781,0.7284520864486694,0.687444269657135,0.7490824460983276,0.7090451121330261,0.6627340316772461,0.7232577800750732,-0.024710237979888916,-0.03995943069458008,-0.005194306373596191,0.5490502715110779,0.5268735289573669,0.5707587599754333,0.527690052986145,0.5012664794921875,0.5752639770507812,-0.02136021852493286,-0.029928982257843018,0.010639548301696777,0.6450519561767578,0.607158899307251,0.6496054232120514,0.6180606782436371,0.5820002555847168,0.6450741589069366,-0.024145454168319702,-0.03494420647621155,-0.002897411584854126,0.9999855864798152,0.9999825386913589,0.9999880400531701,0.20414246173319292,0.2017976770677794,0.20753987681657118,0,0,0,1,5
development,60_400,60,400,5,-0.14891747742900865,-0.168977170760896,-0.14126840768471516,0.6261700391769409,0.5550678968429565,0.7205286026000977,0.8985435962677002,0.8765392303466797,0.9103599786758423,0.25788432359695435,0.18983137607574463,0.3239275813102722,0.513948917388916,0.4154813289642334,0.6505596041679382,0.8551371693611145,0.8203498125076294,0.8613388538360596,0.3204992413520813,0.21077924966812134,0.404868483543396,0.6009814441204071,0.48527461290359497,0.6855441033840179,0.8768403828144073,0.8496726453304291,0.8858494162559509,0.27585893869400024,0.20030531287193298,0.3643980324268341,0.2653939127922058,0.0010663580615073442,0.4952130913734436,0.8174892663955688,0.7614242434501648,0.8525854349136353,0.526460587978363,0.35737234354019165,0.7603578853886575,0.12982648611068726,0.0006108470261096954,0.3673155605792999,0.6800776720046997,0.593479573726654,0.7126762866973877,0.5504549145698547,0.34536072611808777,0.6324544325470924,0.19598757848143578,0.0008386025438085198,0.43126432597637177,0.7488853335380554,0.6774519085884094,0.7826308608055115,0.555214885622263,0.3513665348291397,0.6766133060446009,0.9999866663772731,0.9999831055110362,0.9999888015346351,0.20527193397713484,0.19284284062369925,0.20747258220785783,5,5,5,5,0
development,60_700,60,700,5,-0.22293231535510788,-0.228767483863589,-0.20446350042237318,0.6261700391769409,0.5550678968429565,0.7205286026000977,0.8918792009353638,0.8779023885726929,0.9059969782829285,0.26570916175842285,0.1854683756828308,0.32283449172973633,0.513948917388916,0.4154813289642334,0.6505596041679382,0.8559763431549072,0.8259561657905579,0.8619179725646973,0.33055436611175537,0.21135836839675903,0.41047483682632446,0.6009814441204071,0.48527461290359497,0.6855441033840179,0.8739277720451355,0.8519292771816254,0.8839574754238129,0.2729463279247284,0.19841337203979492,0.3666546642780304,0.2653939127922058,0.0010663580615073442,0.4952130913734436,0.7822418212890625,0.7285375595092773,0.8079328536987305,0.517376720905304,0.31271976232528687,0.72747120144777,0.12982648611068726,0.0006108470261096954,0.3673155605792999,0.6237874031066895,0.5391348004341125,0.6369057297706604,0.49907124042510986,0.2695901691913605,0.5648854151368141,0.19598757848143578,0.0008386025438085198,0.43126432597637177,0.6997322738170624,0.633836179971695,0.7224192917346954,0.5013876594603062,0.29115496575832367,0.6329975774278864,0.9999870559267463,0.9999852758958744,0.9999883880891572,0.20747258220785783,0.20270038633484624,0.20993824306996275,5,5,5,5,0
development,60_1000,60,1000,5,-0.24626780065223258,-0.2612285478708404,-0.24089967596098463,0.6261700391769409,0.5550678968429565,0.7205286026000977,0.8835253119468689,0.8716340661048889,0.8922863602638245,0.2529791593551636,0.16299670934677124,0.318423867225647,0.513948917388916,0.4154813289642334,0.6505596041679382,0.8360709547996521,0.8208624720573425,0.8420685529708862,0.3206024169921875,0.18551135063171387,0.40538114309310913,0.6009814441204071,0.48527461290359497,0.6855441033840179,0.8597981333732605,0.847177118062973,0.8671774566173553,0.26267194747924805,0.17425402998924255,0.36190250515937805,0.2653939127922058,0.0010663580615073442,0.4952130913734436,0.7455819249153137,0.7268898487091064,0.7682254314422607,0.46352243423461914,0.27301234006881714,0.7258234906475991,0.12982648611068726,0.0006108470261096954,0.3673155605792999,0.582207202911377,0.5414822697639465,0.5897309184074402,0.45990443229675293,0.21489164233207703,0.5408714227378368,0.19598757848143578,0.0008386025438085198,0.43126432597637177,0.6589112877845764,0.6341860592365265,0.6752163171768188,0.46292370930314064,0.24395199120044708,0.633347456692718,0.9999873711173498,0.9999859525641616,0.9999879544560363,0.20747258220785783,0.20556105759257365,0.20993824306996275,5,5,5,5,0
development,60_1490,60,1490,5,-0.2695355087116758,-0.28015944098583195,-0.25864700659979056,0.6261700391769409,0.5550678968429565,0.7205286026000977,0.863583505153656,0.844373345375061,0.8678010702133179,0.2374134659767151,0.13975417613983154,0.2893054485321045,0.513948917388916,0.4154813289642334,0.6505596041679382,0.8153285384178162,0.8017568588256836,0.8239604234695435,0.3066050410270691,0.15831559896469116,0.3862755298614502,0.6009814441204071,0.48527461290359497,0.6855441033840179,0.8398299813270569,0.8230651021003723,0.8446506261825562,0.24279052019119263,0.14903488755226135,0.33779048919677734,0.2653939127922058,0.0010663580615073442,0.4952130913734436,0.7090451121330261,0.6627340316772461,0.7232577800750732,0.45786386728286743,0.21321821212768555,0.6616676736157387,0.12982648611068726,0.0006108470261096954,0.3673155605792999,0.527690052986145,0.5012664794921875,0.5752639770507812,0.445437490940094,0.1603744924068451,0.5006556324660778,0.19598757848143578,0.0008386025438085198,0.43126432597637177,0.6180606782436371,0.5820002555847168,0.6450741589069366,0.41766122356057167,0.18679635226726532,0.5811616530409083,0.9999869720373178,0.9999859583977382,0.9999876558007172,0.20831665722858142,0.2069468074775922,0.20993824306996275,5,5,5,5,0
