label,act,r_t,x,seed,change,secant,peak
GELU rt4 e0.7,gelu,4,0.08,11,0.0008066196854173979,2.0165492135434948e-07,0.0019092050979248264
GELU rt4 e0.7,gelu,4,0.08,23,0.0008509773632960904,2.1274434082402261e-07,0.0019241896317297256
GELU rt4 e0.7,gelu,4,0.08,37,0.0004395975149646958,1.0989937874117395e-07,0.0018975088811888023
GELU rt4 e0.7,gelu,4,0.08,41,0.00018407126299668786,4.601781574917196e-08,0.0018922397787030738
GELU rt4 e0.7,gelu,4,0.08,53,-4.063951427213386e-05,-1.0159878568033465e-08,0.001934700384922945
GELU rt4 e0.7,gelu,4,0.08,67,0.0004108643446655291,1.0271608616638228e-07,0.0019363667342010553
GELU rt4 e0.7,gelu,4,0.08,71,-0.00039246281505878056,-9.811570376469514e-08,0.0019112371973022775
GELU rt4 e0.7,gelu,4,0.08,83,0.000542564477912344,1.35641119478086e-07,0.0019010548790069713
GELU rt4 e0.7,gelu,4,0.08,97,0.0007079994368454079,1.7699985921135198e-07,0.0018933103684870332
GELU rt4 e0.7,gelu,4,0.08,101,0.00033553448197409796,8.38836204935245e-08,0.0019109243661348566
GELU rt4 e0.7,gelu,4,0.08,103,-2.899745354301153e-05,-7.249363385752883e-09,0.0018415365592526825
GELU rt4 e0.7,gelu,4,0.08,107,0.0002492244054388415,6.230610135971038e-08,0.001935127910757461
GELU rt4 e0.7,gelu,4,0.08,109,-2.2267431287747996e-07,-5.566857821936999e-11,0.00195317683152784
GELU rt4 e0.7,gelu,4,0.08,113,0.000524401775725325,1.3110044393133125e-07,0.0019167236895845786
GELU rt4 e0.7,gelu,4,0.08,127,0.00036030781422724534,9.007695355681133e-08,0.0018761383926152195
GELU rt4 e0.7,gelu,4,0.08,131,0.0005242705892196664,1.310676473049166e-07,0.001867398415901638
GELU rt4 e0.7,gelu,4,0.08,137,-8.716273348385872e-05,-2.179068337096468e-08,0.001960269648745257
GELU rt4 e0.7,gelu,4,0.08,139,-0.00038345394006245037,-9.586348501561259e-08,0.0019482377980520973
GELU rt4 e0.7,gelu,4,0.08,149,0.0005223715922273442,1.3059289805683605e-07,0.0019356794641682234
GELU rt4 e0.7,gelu,4,0.08,151,-1.00993443180597e-05,-2.524836079514925e-09,0.0018779576433454444
GELU rt4 e0.7,gelu,4,0.08,157,7.296444699878002e-06,1.8241111749695004e-09,0.0018757259706425433
GELU rt4 e0.7,gelu,4,0.08,163,0.000513224330248363,1.2830608256209076e-07,0.0017694384941153694
GELU rt4 e0.7,gelu,4,0.08,167,0.0007053801897299872,1.763450474324968e-07,0.0019244786122941176
GELU rt4 e0.7,gelu,4,0.08,173,0.00011285563133645038,2.8213907834112595e-08,0.0019347324076397427
GELU rt4 e0.7,gelu,4,0.08,179,0.00044056091349475857,1.1014022837368964e-07,0.0018941008893152574
GELU rt4 e0.7,gelu,4,0.08,181,0.0006822530408412408,1.7056326021031021e-07,0.001890787573461382
GELU rt4 e0.7,gelu,4,0.08,191,0.0001291173468052076,3.22793367013019e-08,0.0019552503993546222
GELU rt4 e0.7,gelu,4,0.08,193,0.0006548595291268056,1.637148822817014e-07,0.0019042142375645947
GELU rt4 e0.7,gelu,4,0.08,197,0.0004375556863805974,1.0938892159514935e-07,0.0018005070849706566
GELU rt4 e0.7,gelu,4,0.08,199,0.00041070260108266865,1.0267565027066717e-07,0.0019433366777221613
GELU rt4 e0.7,gelu,4,0.08,211,-0.0001568377706264723,-3.9209442656618074e-08,0.0018945175039108298
GELU rt4 e0.7,gelu,4,0.08,223,0.0003735953238170886,9.339883095427216e-08,0.0018726884051909372
GELU rt4 e0.7,gelu,4,0.08,227,0.0005077088157469101,1.2692720393672752e-07,0.0019151987987224015
GELU rt4 e0.7,gelu,4,0.08,229,0.0012702541978394377,3.1756354945985943e-07,0.0019054070068806348
GELU rt4 e0.7,gelu,4,0.08,233,0.0003416375303519903,8.540938258799757e-08,0.0018157216063846226
GELU rt4 e0.7,gelu,4,0.08,239,0.0005909744841101627,1.4774362102754067e-07,0.0019265731684893
GELU rt4 e0.7,gelu,4,0.08,241,0.00026403797853158384,6.600949463289596e-08,0.0019406371556740611
GELU rt4 e0.7,gelu,4,0.08,251,7.085329358080816e-05,1.771332339520204e-08,0.001966436506830565
GELU rt4 e0.7,gelu,4,0.08,257,1.6589471954597812e-05,4.147367988649453e-09,0.0018745283553535728
GELU rt4 e0.7,gelu,4,0.08,263,0.0004667693408688667,1.1669233521721667e-07,0.0018861147449029557
GELU rt4 e0.7,gelu,4,0.08,269,0.0005983968371440218,1.4959920928600544e-07,0.0018624475470998014
GELU rt4 e0.7,gelu,4,0.08,271,-0.0004391394734687415,-1.0978486836718538e-07,0.0019392461687644082
GELU rt4 e0.7,gelu,4,0.08,277,0.0005999449380026389,1.4998623450065974e-07,0.0018327900953325697
GELU rt4 e0.7,gelu,4,0.08,281,-0.0003307689065134012,-8.269222662835029e-08,0.0019375604788669874
GELU rt4 e0.7,gelu,4,0.08,283,5.84998443511342e-05,1.462496108778355e-08,0.0018402314045261351
GELU rt4 e0.7,gelu,4,0.08,293,-0.0001234206134966831,-3.0855153374170776e-08,0.0019259268849933758
GELU rt4 e0.7,gelu,4,0.08,307,0.0003201697015625671,8.004242539064176e-08,0.00191075661029981
GELU rt4 e0.7,gelu,4,0.08,311,0.0005962125458846002,1.4905313647115003e-07,0.001949895292740754
GELU rt4 e0.7,gelu,4,0.08,313,0.0002841511077039671,7.103777692599178e-08,0.0019043185044471922
GELU rt8 e0.7,gelu,8,0.16,5,0.06581749873220066,1.6454374683050166e-05,0.0009484087642922947
GELU rt8 e0.7,gelu,8,0.16,11,0.11495456345456245,2.8738640863640613e-05,0.0003292709315917314
GELU rt8 e0.7,gelu,8,0.16,23,0.05537450631190444,1.384362657797611e-05,0.0014067321447397436
GELU rt8 e0.7,gelu,8,0.16,37,0.0501558687188991,1.2538967179724775e-05,0.0006585357085597657
GELU rt8 e0.7,gelu,8,0.16,41,0.13029291816647726,3.2573229541619315e-05,0.0003600125813410896
GELU rt8 e0.7,gelu,8,0.16,53,0.057215661436145204,1.43039153590363e-05,0.0011671822720070299
GELU rt8 e0.7,gelu,8,0.16,67,0.05566977697113451,1.3917444242783628e-05,0.0005783929469187892
GELU rt8 e0.7,gelu,8,0.16,71,0.05239235849707391,1.3098089624268477e-05,0.0014278778011406336
GELU rt8 e0.7,gelu,8,0.16,83,0.15868761644361773,3.967190411090443e-05,0.0003026557861195013
GELU rt8 e0.7,gelu,8,0.16,97,0.10095065508485901,2.5237663771214753e-05,0.0003960327735240713
GELU rt8 e0.7,gelu,8,0.16,101,0.10242805875512229,2.560701468878057e-05,0.0011595871316390188
GELU rt8 e0.7,gelu,8,0.16,103,0.060619236371189156,1.515480909279729e-05,0.00045320857006827126
GELU rt8 e0.7,gelu,8,0.16,107,0.05039746828886582,1.2599367072216455e-05,0.0010838090229738115
GELU rt8 e0.7,gelu,8,0.16,109,0.08823920317368183,2.205980079342046e-05,0.0003954018495447693
GELU rt8 e0.7,gelu,8,0.16,113,0.09326082320905582,2.3315205802263956e-05,0.0006359604058094644
GELU rt8 e0.7,gelu,8,0.16,127,0.09295247692780151,2.3238119231950376e-05,0.000497713175388142
GELU rt8 e0.7,gelu,8,0.16,131,0.06130055177554894,1.5325137943887236e-05,0.0010758999929194536
GELU rt8 e0.7,gelu,8,0.16,137,0.05433484864550997,1.3583712161377493e-05,0.001465469002194177
GELU rt8 e0.7,gelu,8,0.16,139,0.09676989685929782,2.4192474214824457e-05,0.0004186856444127629
GELU rt8 e0.7,gelu,8,0.16,149,0.038301307930733275,9.57532698268332e-06,0.0007616848184747303
GELU rt8 e0.7,gelu,8,0.16,151,0.09400895124227404,2.350223781056851e-05,0.0007355672314412143
GELU rt8 e0.7,gelu,8,0.16,157,0.047525940975797876,1.1881485243949468e-05,0.0006998747001956868
GELU rt8 e0.7,gelu,8,0.16,163,0.05693469979361221,1.4233674948403053e-05,0.0006969428825898614
GELU rt8 e0.7,gelu,8,0.16,167,0.10044825857973172,2.511206464493293e-05,0.0004356951162771364
GELU rt8 e0.7,gelu,8,0.16,173,0.15644541735083495,3.9111354337708736e-05,0.0002813881322031604
GELU rt8 e0.7,gelu,8,0.16,179,0.2946527255209279,7.366318138023198e-05,0.0006095157645361737
GELU rt8 e0.7,gelu,8,0.16,181,0.09048812981227505,2.2622032453068764e-05,0.0003649986408165835
GELU rt8 e0.7,gelu,8,0.16,191,0.09122526095221783,2.280631523805446e-05,0.0010389915213276557
GELU rt8 e0.7,gelu,8,0.16,193,0.0960405495400708,2.4010137385017698e-05,0.00046955990937781994
GELU rt8 e0.7,gelu,8,0.16,197,0.07457685907238132,1.864421476809533e-05,0.001162737926794112
GELU rt8 e0.7,gelu,8,0.16,199,0.07500880130069432,1.875220032517358e-05,0.00043879508852446447
GELU rt8 e0.7,gelu,8,0.16,211,0.06367963132877452,1.591990783219363e-05,0.0006555948580669077
GELU rt8 e0.7,gelu,8,0.16,223,0.08347471230376469,2.086867807594117e-05,0.0014815056307419842
GELU rt8 e0.7,gelu,8,0.16,227,0.09620119758522061,2.4050299396305154e-05,0.0003557784281381496
GELU rt8 e0.7,gelu,8,0.16,229,0.03389814224761989,8.474535561904973e-06,0.0009596317806230588
GELU rt8 e0.7,gelu,8,0.16,233,0.05137667055425499,1.2844167638563747e-05,0.0008576641763939166
GELU rt8 e0.7,gelu,8,0.16,239,0.051158717973204704,1.2789679493301177e-05,0.0012618909719024566
GELU rt8 e0.7,gelu,8,0.16,241,0.06722868203204868,1.680717050801217e-05,0.0006646030821420704
GELU rt8 e0.7,gelu,8,0.16,251,0.07293973878966187,1.8234934697415467e-05,0.0007377643639678575
GELU rt8 e0.7,gelu,8,0.16,257,0.1381550486617109,3.453876216542773e-05,0.0004613308598036718
GELU rt8 e0.7,gelu,8,0.16,263,0.1840952702747628,4.60238175686907e-05,0.00035255900809265617
GELU rt8 e0.7,gelu,8,0.16,269,0.05937966712574927,1.4844916781437318e-05,0.0005240888433472537
GELU rt8 e0.7,gelu,8,0.16,271,0.05585334882103643,1.3963337205259107e-05,0.0008879106637186564
GELU rt8 e0.7,gelu,8,0.16,277,0.05705013567483863,1.4262533918709658e-05,0.0009784293796007086
GELU rt8 e0.7,gelu,8,0.16,281,0.04554123586070369,1.1385308965175921e-05,0.0014044910385675683
GELU rt8 e0.7,gelu,8,0.16,283,0.06120395731484796,1.530098932871199e-05,0.0009543844237865159
GELU rt8 e0.7,gelu,8,0.16,293,0.026547196437022635,6.636799109255659e-06,0.0005948543534632156
GELU rt8 e0.7,gelu,8,0.16,307,0.08527373871851485,2.1318434679628712e-05,0.0004232468125645984
GELU rt8 e0.7,gelu,8,0.16,311,0.04817527164131041,1.2043817910327604e-05,0.0007608957461538668
GELU rt8 e0.7,gelu,8,0.16,313,0.08856476251645307,2.2141190629113267e-05,0.001120333138442839
GELU rt12 e0.7,gelu,12,0.24,5,0.24226175872580813,6.0565439681452034e-05,0.0004180890649718575
GELU rt12 e0.7,gelu,12,0.24,11,0.21685493391753508,5.421373347938377e-05,0.0005099235557688331
GELU rt12 e0.7,gelu,12,0.24,23,0.30944328607192867,7.736082151798217e-05,0.0002731670899612855
GELU rt12 e0.7,gelu,12,0.24,37,0.3116336014100587,7.790840035251468e-05,0.0004027488985573086
GELU rt12 e0.7,gelu,12,0.24,41,0.1448646542423323,3.6216163560583074e-05,0.0003624218987778294
GELU rt12 e0.7,gelu,12,0.24,53,0.12661363365979672,3.165340841494918e-05,0.001170096381347257
GELU rt12 e0.7,gelu,12,0.24,67,0.038832788305702914,9.70819707642573e-06,0.0013981619080478103
GELU rt12 e0.7,gelu,12,0.24,71,0.1656316143669626,4.1407903591740654e-05,0.000424757647591718
GELU rt12 e0.7,gelu,12,0.24,83,0.6179827245408267,0.00015449568113520669,0.0007289043449086172
GELU rt12 e0.7,gelu,12,0.24,97,0.20887961978781555,5.221990494695389e-05,0.0004737167985370139
GELU rt12 e0.7,gelu,12,0.24,101,0.3944983893206262,9.862459733015655e-05,0.00020073371298972664
GELU rt12 e0.7,gelu,12,0.24,103,0.02154142600010689,5.3853565000267225e-06,0.0016998296342529474
GELU rt12 e0.7,gelu,12,0.24,107,0.10622109977495253,2.655527494373813e-05,0.0009859093209653562
GELU rt12 e0.7,gelu,12,0.24,109,0.08685608403177059,2.1714021007942648e-05,0.001134995227064254
GELU rt12 e0.7,gelu,12,0.24,113,0.07787482023151604,1.946870505787901e-05,0.0012010954166294598
GELU rt12 e0.7,gelu,12,0.24,127,0.22882916071466863,5.7207290178667156e-05,0.0009853771614707324
GELU rt12 e0.7,gelu,12,0.24,131,0.3227050114087623,8.067625285219057e-05,0.0002526857944095312
GELU rt12 e0.7,gelu,12,0.24,137,0.054805794402828956,1.3701448600707239e-05,0.0008461522080772498
GELU rt12 e0.7,gelu,12,0.24,139,0.26313173746619045,6.578293436654761e-05,0.00041491202396122973
GELU rt12 e0.7,gelu,12,0.24,149,0.16692431745297498,4.1731079363243744e-05,0.0005542665161604957
GELU rt12 e0.7,gelu,12,0.24,151,0.24790875547332158,6.197718886833039e-05,0.0006281276646915427
GELU rt12 e0.7,gelu,12,0.24,157,0.15275406494665367,3.818851623666342e-05,0.00048058919847291856
GELU rt12 e0.7,gelu,12,0.24,163,0.13532610774131448,3.383152693532862e-05,0.0005873702523583396
GELU rt12 e0.7,gelu,12,0.24,167,0.047345016150526886,1.1836254037631722e-05,0.0009921913264137434
GELU rt12 e0.7,gelu,12,0.24,173,0.09462383980291345,2.365595995072836e-05,0.0005494048234334378
GELU rt12 e0.7,gelu,12,0.24,179,0.07442062075848366,1.8605155189620915e-05,0.001174741669651007
GELU rt12 e0.7,gelu,12,0.24,181,0.09286948820929908,2.3217372052324768e-05,0.0008657946724895044
GELU rt12 e0.7,gelu,12,0.24,191,0.09516471347867028,2.379117836966757e-05,0.0010762331117567822
GELU rt12 e0.7,gelu,12,0.24,193,0.1101607158546336,2.75401789636584e-05,0.000839558616604028
GELU rt12 e0.7,gelu,12,0.24,197,0.16608354841670914,4.152088710417728e-05,0.0009108498353891022
GELU rt12 e0.7,gelu,12,0.24,199,0.16479814448157337,4.119953612039334e-05,0.0007790401995106255
GELU rt12 e0.7,gelu,12,0.24,211,0.17330372690743845,4.3325931726859615e-05,0.0005936626543305086
GELU rt12 e0.7,gelu,12,0.24,223,0.5502180574882805,0.0001375545143720701,0.0004604568197472696
GELU rt12 e0.7,gelu,12,0.24,227,0.03203662271741814,8.009155679354535e-06,0.0011020698403292556
GELU rt12 e0.7,gelu,12,0.24,229,0.6965236819406634,0.00017413092048516583,0.0005807552407307237
GELU rt12 e0.7,gelu,12,0.24,233,0.30667559730587923,7.666889932646981e-05,0.0004577133084649632
GELU rt12 e0.7,gelu,12,0.24,239,0.3478788104684499,8.696970261711247e-05,0.00024142567970526107
GELU rt12 e0.7,gelu,12,0.24,241,0.11526310250042371,2.881577562510593e-05,0.0006231512031198825
GELU rt12 e0.7,gelu,12,0.24,251,0.4124995422509727,0.00010312488556274317,0.0008461614215216813
GELU rt12 e0.7,gelu,12,0.24,257,0.17045974898005012,4.261493724501253e-05,0.0004417355812186048
GELU rt12 e0.7,gelu,12,0.24,263,0.17856974502947176,4.464243625736794e-05,0.0011640250419470116
GELU rt12 e0.7,gelu,12,0.24,269,0.24324608083716903,6.081152020929226e-05,0.0008804779520568497
GELU rt12 e0.7,gelu,12,0.24,271,0.49375426934388644,0.0001234385673359716,0.0002903817440815596
GELU rt12 e0.7,gelu,12,0.24,277,0.025406067872377758,6.35151696809444e-06,0.0016667099020344822
GELU rt12 e0.7,gelu,12,0.24,281,0.3031135184204732,7.57783796051183e-05,0.0002709042047687319
GELU rt12 e0.7,gelu,12,0.24,283,0.24928137075160461,6.232034268790115e-05,0.0003866757190236957
GELU rt12 e0.7,gelu,12,0.24,293,0.3003724223800254,7.509310559500634e-05,0.0002808178259045798
GELU rt12 e0.7,gelu,12,0.24,307,0.4044621884582305,0.00010111554711455762,0.00023196969221004905
GELU rt12 e0.7,gelu,12,0.24,311,0.21062345868210464,5.265586467052616e-05,0.00028364194032639856
GELU rt12 e0.7,gelu,12,0.24,313,0.13214819283103074,3.303704820775769e-05,0.00039684773066216893
GELU rt16 e0.7,gelu,16,0.32,5,0.10041562130685244,2.5103905326713112e-05,0.0008633663549656044
GELU rt16 e0.7,gelu,16,0.32,11,0.09932963366764036,2.483240841691009e-05,0.0009117347853146197
GELU rt16 e0.7,gelu,16,0.32,23,0.7536050814365634,0.00018840127035914085,0.0006083977991726099
GELU rt16 e0.7,gelu,16,0.32,37,0.08974848900477339,2.243712225119335e-05,0.0012199251952941072
GELU rt16 e0.7,gelu,16,0.32,41,0.179179154977128,4.4794788744282e-05,0.00041308402377019944
GELU rt16 e0.7,gelu,16,0.32,53,0.08831082583271199,2.2077706458177997e-05,0.0006314771212090028
GELU rt16 e0.7,gelu,16,0.32,67,0.12436265298710603,3.1090663246776506e-05,0.0009592462164321145
GELU rt16 e0.7,gelu,16,0.32,71,0.19656601803886609,4.9141504509716524e-05,0.0008121448980749439
GELU rt16 e0.7,gelu,16,0.32,83,0.24560317202845294,6.140079300711324e-05,0.0004326269542993833
GELU rt16 e0.7,gelu,16,0.32,97,0.4621957778412269,0.00011554894446030673,0.0003046617665037748
GELU rt16 e0.7,gelu,16,0.32,101,0.0810919797336016,2.02729949334004e-05,0.0011249426707779012
GELU rt16 e0.7,gelu,16,0.32,103,0.7748821300559795,0.00019372053251399488,0.0010530701214214106
GELU rt16 e0.7,gelu,16,0.32,107,0.5126109445394508,0.0001281527361348627,0.0002845666064985861
GELU rt16 e0.7,gelu,16,0.32,109,0.16900706697883483,4.2251766744708705e-05,0.0005125010717817433
GELU rt16 e0.7,gelu,16,0.32,113,0.12046856563617425,3.0117141409043563e-05,0.00044197660118327185
GELU rt16 e0.7,gelu,16,0.32,127,0.11752538467108786,2.9381346167771967e-05,0.0007783987317012207
GELU rt16 e0.7,gelu,16,0.32,131,0.342428376867944,8.560709421698599e-05,0.00026566119896197037
GELU rt16 e0.7,gelu,16,0.32,137,0.14391524841918468,3.597881210479617e-05,0.0007648718328047705
GELU rt16 e0.7,gelu,16,0.32,139,0.13025855840376477,3.256463960094119e-05,0.0007627472073992305
GELU rt16 e0.7,gelu,16,0.32,149,0.30215226046861116,7.55380651171528e-05,0.0009375051589923191
GELU rt16 e0.7,gelu,16,0.32,151,0.20061789534545482,5.015447383636371e-05,0.00043617711785224136
GELU rt16 e0.7,gelu,16,0.32,157,0.13898028953525599,3.4745072383814e-05,0.000591304695196253
GELU rt16 e0.7,gelu,16,0.32,163,0.11287916691590572,2.8219791728976428e-05,0.0005610107396015562
GELU rt16 e0.7,gelu,16,0.32,167,0.1954076268508287,4.885190671270717e-05,0.0004361521473656639
GELU rt16 e0.7,gelu,16,0.32,173,0.07179988048666552,1.794997012166638e-05,0.0010390212452963611
GELU rt16 e0.7,gelu,16,0.32,179,0.10443437359569852,2.6108593398924627e-05,0.0009580830779659917
GELU rt16 e0.7,gelu,16,0.32,181,0.09297131234280842,2.3242828085702106e-05,0.0011156918973119394
GELU rt16 e0.7,gelu,16,0.32,191,0.17081123321255165,4.2702808303137915e-05,0.0004181472385551858
GELU rt16 e0.7,gelu,16,0.32,193,0.17298133542384542,4.324533385596135e-05,0.0003819476439256692
GELU rt16 e0.7,gelu,16,0.32,197,0.41067218350183554,0.00010266804587545888,0.00020398683875957424
GELU rt16 e0.7,gelu,16,0.32,199,0.12201705348275904,3.050426337068976e-05,0.0008012168851236479
GELU rt16 e0.7,gelu,16,0.32,211,0.18776362918530848,4.694090729632712e-05,0.00024385805866280138
GELU rt16 e0.7,gelu,16,0.32,223,0.15065750898841324,3.766437724710331e-05,0.0004131757391662268
GELU rt16 e0.7,gelu,16,0.32,227,0.18399646239682232,4.599911559920558e-05,0.0005235724637491566
GELU rt16 e0.7,gelu,16,0.32,229,0.12541805387909444,3.135451346977361e-05,0.0007475224961647373
GELU rt16 e0.7,gelu,16,0.32,233,0.4795797928579219,0.00011989494821448047,0.0002105411797602439
GELU rt16 e0.7,gelu,16,0.32,239,0.1129143190140528,2.82285797535132e-05,0.0010633128527747502
GELU rt16 e0.7,gelu,16,0.32,241,0.16736972121738047,4.184243030434512e-05,0.0005137598061745583
GELU rt16 e0.7,gelu,16,0.32,251,0.17658981363223702,4.4147453408059256e-05,0.00048730305043244394
GELU rt16 e0.7,gelu,16,0.32,257,0.29207495622526225,7.301873905631556e-05,0.0003893581558032295
GELU rt16 e0.7,gelu,16,0.32,263,0.19242240561821977,4.810560140455494e-05,0.0006673050903652654
GELU rt16 e0.7,gelu,16,0.32,269,0.14261042538361535,3.5652606345903835e-05,0.0005382800944880753
GELU rt16 e0.7,gelu,16,0.32,271,0.07769651315158932,1.942412828789733e-05,0.0011351786086061673
GELU rt16 e0.7,gelu,16,0.32,277,0.13587908006020333,3.396977001505083e-05,0.00041591189267425026
GELU rt16 e0.7,gelu,16,0.32,281,0.095871110812078,2.39677777030195e-05,0.0009351513566321855
GELU rt16 e0.7,gelu,16,0.32,283,0.25875431069019383,6.468857767254846e-05,0.0003706316833500586
GELU rt16 e0.7,gelu,16,0.32,293,0.08715900977868973,2.1789752444672434e-05,0.0011757051135160347
GELU rt16 e0.7,gelu,16,0.32,307,0.1918445603467931,4.7961140086698274e-05,0.0005266499824969872
GELU rt16 e0.7,gelu,16,0.32,311,0.1912534220221339,4.781335550553348e-05,0.00031878277702672696
GELU rt16 e0.7,gelu,16,0.32,313,0.4080011601570933,0.00010200029003927333,0.00034341751424401
GELU rt16 e0.85,gelu,16,0.32,5,0.23690388907752763,5.922597226938191e-05,0.00014969452220905282
GELU rt16 e0.85,gelu,16,0.32,11,0.46636349163167645,0.00011659087290791912,0.00040783581461904117
GELU rt16 e0.85,gelu,16,0.32,23,0.27750220555437144,6.937555138859286e-05,0.00015796985778353232
GELU rt16 e0.85,gelu,16,0.32,37,0.6462305943791439,0.00016155764859478598,0.0006258970977504608
GELU rt16 e0.85,gelu,16,0.32,41,0.3590023577247543,8.975058943118858e-05,0.00018009115155335188
GELU rt16 e0.85,gelu,16,0.32,53,0.0029555086740971296,7.388771685242824e-07,2.3585478361712206e-05
GELU rt16 e0.85,gelu,16,0.32,67,0.09135286293326532,2.283821573331633e-05,6.91949116831314e-05
GELU rt16 e0.85,gelu,16,0.32,71,0.3523696096204966,8.809240240512415e-05,0.00017957870188247115
GELU rt16 e0.85,gelu,16,0.32,83,0.4379711908770666,0.00010949279771926665,0.0002325343352141046
GELU rt16 e0.85,gelu,16,0.32,97,0.015209956921127013,3.8024892302817534e-06,6.872694950706926e-05
GELU rt16 e0.85,gelu,16,0.32,101,0.3786319926976517,9.465799817441292e-05,0.00023689395255194624
GELU rt16 e0.85,gelu,16,0.32,103,0.41076030738252534,0.00010269007684563133,0.0001858940481033139
GELU rt16 e0.85,gelu,16,0.32,107,0.07654722740679637,1.9136806851699092e-05,0.00013198257559431142
GELU rt16 e0.85,gelu,16,0.32,109,0.36961254734053367,9.240313683513342e-05,0.00018430927867756303
GELU rt16 e0.85,gelu,16,0.32,113,0.19674049955850087,4.9185124889625216e-05,0.0001532028301993752
GELU rt16 e0.85,gelu,16,0.32,127,0.31325027131581107,7.831256782895277e-05,0.00016213382383822338
GELU rt16 e0.85,gelu,16,0.32,131,0.28655565520045784,7.163891380011446e-05,0.00012503645858808927
GELU rt16 e0.85,gelu,16,0.32,137,0.18037110096933587,4.5092775242333966e-05,0.00010838418541292877
GELU rt16 e0.85,gelu,16,0.32,139,0.34789316600254305,8.697329150063576e-05,0.000296133942453048
GELU rt16 e0.85,gelu,16,0.32,149,0.2614534474221613,6.536336185554033e-05,0.0003132504842507331
GELU rt16 e0.85,gelu,16,0.32,151,0.39144278848548547,9.786069712137137e-05,0.000765902153956825
GELU rt16 e0.85,gelu,16,0.32,157,0.46047090510552935,0.00011511772627638234,0.0009680535179815042
GELU rt16 e0.85,gelu,16,0.32,163,0.33627244717970434,8.406811179492608e-05,0.0003185266735046499
GELU rt16 e0.85,gelu,16,0.32,167,0.44244966142333336,0.00011061241535583334,0.0007310613687676736
GELU rt16 e0.85,gelu,16,0.32,173,0.35232703504542173,8.808175876135544e-05,0.0006494333771462169
GELU rt16 e0.85,gelu,16,0.32,179,0.23542964128576183,5.8857410321440456e-05,0.00020930550337094233
GELU rt16 e0.85,gelu,16,0.32,181,0.570990882413887,0.00014274772060347173,0.0004136061111176894
GELU rt16 e0.85,gelu,16,0.32,191,0.4172966316172326,0.00010432415790430816,0.0002479512119170395
GELU rt16 e0.85,gelu,16,0.32,193,0.5460649945063548,0.0001365162486265887,0.00043142086604249896
GELU rt16 e0.85,gelu,16,0.32,197,0.457341509982246,0.0001143353774955615,0.0002463366283084032
GELU rt16 e0.85,gelu,16,0.32,199,0.3981916380485964,9.954790951214911e-05,0.00022454728902235888
GELU rt16 e0.85,gelu,16,0.32,211,0.2104172265845834,5.2604306646145847e-05,0.00011429547556908792
GELU rt16 e0.85,gelu,16,0.32,223,0.3951262948719629,9.878157371799072e-05,0.0005348172264709933
GELU rt16 e0.85,gelu,16,0.32,227,0.12289868290065045,3.072467072516261e-05,0.00010605459176341016
GELU rt16 e0.85,gelu,16,0.32,229,0.1538323824032681,3.845809560081703e-05,0.00019139519418298866
GELU rt16 e0.85,gelu,16,0.32,233,0.0597828193537077,1.4945704838426926e-05,0.00019240172059227368
GELU rt16 e0.85,gelu,16,0.32,239,0.3200284708417135,8.000711771042837e-05,0.00043408602308210234
GELU rt16 e0.85,gelu,16,0.32,241,0.5361054476100423,0.00013402636190251057,0.000351532915829938
GELU rt16 e0.85,gelu,16,0.32,251,0.45226635345171246,0.00011306658836292811,0.00023924823052148448
GELU rt16 e0.85,gelu,16,0.32,257,0.2782175279008146,6.955438197520366e-05,0.0002364758307718618
GELU rt16 e0.85,gelu,16,0.32,263,0.3077365925587081,7.693414813967703e-05,0.00029652426221707764
GELU rt16 e0.85,gelu,16,0.32,269,0.513064196684249,0.00012826604917106225,0.00035263450457486176
GELU rt16 e0.85,gelu,16,0.32,271,0.460822191879958,0.0001152055479699895,0.0004683575724187268
GELU rt16 e0.85,gelu,16,0.32,277,0.3857321052853724,9.64330263213431e-05,0.0004531254082393441
GELU rt16 e0.85,gelu,16,0.32,281,0.4448554377963252,0.0001112138594490813,0.00023617818741991807
GELU rt16 e0.85,gelu,16,0.32,283,0.2921669571852957,7.304173929632391e-05,0.0002039598253796576
GELU rt16 e0.85,gelu,16,0.32,293,0.44429194946543793,0.00011107298736635949,0.00024121787357685832
GELU rt16 e0.85,gelu,16,0.32,307,0.3949346074658226,9.873365186645565e-05,0.0002776197266605597
GELU rt16 e0.85,gelu,16,0.32,311,0.23813929452564855,5.953482363141214e-05,0.00033338628482787794
GELU rt16 e0.85,gelu,16,0.32,313,0.13333054397126734,3.3332635992816834e-05,0.00026262311914241026
SiLU rt4 e0.85,silu,4,0.08,5,-0.0010199637133834205,-2.549909283458551e-07,0.001970949027843742
SiLU rt4 e0.85,silu,4,0.08,11,-0.0003315701330083298,-8.289253325208246e-08,0.0019629468769448996
SiLU rt4 e0.85,silu,4,0.08,23,-0.0003253239798951535,-8.133099497378838e-08,0.0019389870025637813
SiLU rt4 e0.85,silu,4,0.08,37,0.00039886936402666606,9.971734100666652e-08,0.001966725756707496
SiLU rt4 e0.85,silu,4,0.08,41,0.00020865073435616388,5.216268358904097e-08,0.0019671484281967547
SiLU rt4 e0.85,silu,4,0.08,53,-0.00017602626551427303,-4.400656637856826e-08,0.0019483822469767414
SiLU rt4 e0.85,silu,4,0.08,67,-0.0010409871278562743,-2.602467819640686e-07,0.0019691517592971925
