config_id,label,width,learning_rate,head_multiplier,n_seeds,window_start,window_end,median_loss_change,loss_change_ci_low,loss_change_ci_high,median_mean_phaseavg_start,mean_phaseavg_start_ci_low,mean_phaseavg_start_ci_high,median_mean_phaseavg_end,mean_phaseavg_end_ci_low,mean_phaseavg_end_ci_high,median_mean_phaseavg_gain,mean_phaseavg_gain_ci_low,mean_phaseavg_gain_ci_high,median_min_phaseavg_start,min_phaseavg_start_ci_low,min_phaseavg_start_ci_high,median_min_phaseavg_end,min_phaseavg_end_ci_low,min_phaseavg_end_ci_high,median_min_phaseavg_gain,min_phaseavg_gain_ci_low,min_phaseavg_gain_ci_high,median_rho2,rho2_ci_low,rho2_ci_high,median_r2,r2_ci_low,r2_ci_high,positive_mean_gain_seeds,positive_min_gain_seeds,loss_within_5pct_seeds,strict_seeds
C5_w60_e060_h100,"$r_s=60,\ \eta=0.60,\ h=1.00$",60,0.6,1.0,30,40,200,-0.02668759675567558,-0.031409009395677395,-0.022654654473047306,0.4866936057806015,0.4710261970758438,0.5008465275168419,0.7555291950702667,0.7380024492740631,0.771853119134903,0.2642611041665077,0.2446727156639099,0.3018696904182434,0.02719132462516427,0.015025494736619294,0.04503157455474138,0.45760083198547363,0.4045612961053848,0.5837228298187256,0.3932427241234109,0.35506270360201597,0.4693094196263701,0.9999896973566165,0.9999885192703317,0.9999908571025358,0.15656506558488986,0.15482897640695525,0.15784133302759476,30,30,30,30
C3_w50_e060_h125,"$r_s=50,\ \eta=0.60,\ h=1.25$",50,0.6,1.25,30,40,200,-0.028761535547954256,-0.036625429160903,-0.025219867143860427,0.5203905180096626,0.48680349439382553,0.5493477135896683,0.8148311674594879,0.7667134553194046,0.8303383737802505,0.28535139560699463,0.2691671922802925,0.29781871289014816,0.07210187334567308,0.025474881753325462,0.11741097271442413,0.6535245329141617,0.5426202416419983,0.6825512200593948,0.48808654211461544,0.42144403560087085,0.5621823463588953,0.9999799239526526,0.9999770161089667,0.9999815897343844,0.18545433260663574,0.18373658128576442,0.18797491060374058,30,29,28,27
C4_w60_e050_h100,"$r_s=60,\ \eta=0.50,\ h=1.00$",60,0.5,1.0,30,40,200,0.009479802397418184,0.0022148451323183577,0.015338023302281085,0.5352409929037094,0.509440615773201,0.5436680018901825,0.7257418632507324,0.6961699277162552,0.7585241943597794,0.18820424377918243,0.16369256377220154,0.20675477385520935,0.030928511172533035,0.018185218330472708,0.08470958122052252,0.4280756935477257,0.2515811563935131,0.5202117934823036,0.3084258143790066,0.2028027603519149,0.4053890412906185,0.9999845725898684,0.9999819739267921,0.9999882902284477,0.14304444177276587,0.14089385495494774,0.14569558265454802,30,30,30,23
C2_w50_e050_h125,"$r_s=50,\ \eta=0.50,\ h=1.25$",50,0.5,1.25,30,40,200,0.02127108760841928,0.012730183414277094,0.024905677996629724,0.5535329580307007,0.535347044467926,0.5684950053691864,0.7772658467292786,0.7258807420730591,0.8085798025131226,0.19542736560106277,0.17510674893856049,0.2287016361951828,0.10015721246600151,0.05176933761686087,0.14394615311175585,0.5717845782637596,0.39107343554496765,0.6713841408491135,0.36757777631282806,0.2823115326464176,0.4257676210254431,0.9999677908339739,0.9999646717331894,0.9999728694381227,0.16955818745886259,0.166685447295415,0.17257515449368221,30,29,30,26
